"ID","PROLIFIC_PID","counterScenarios","vignette_order_position","vignette_id","condition_FutureSociety","pe1","pe2","pe3","pe4","att_ideal","att_beneficial","att_utopian","att_desirable","att_innovative","att_live_in","para_countclicks","time_run","time_render","time_show"
38,"6a19d18f546496cf8a436e69",1,2,"religious","religious","6","5","6","5","2","2","2","2","2","2",1,201023.100000024,201031.53,201048.1
38,"6a19d18f546496cf8a436e69",2,3,"anarchic","anarchic","6","6","6","6","3","2","2","2","2","2",1,236444.200000048,236447.566,236464.1
38,"6a19d18f546496cf8a436e69",3,4,"primitivist","primitivist","6","6","6","6","1","2","2","2","2","2",3,272583.399999976,272597.028,272613.5
38,"6a19d18f546496cf8a436e69",4,5,"lawBased","lawBased","4","4","4","4","4","4","4","4","4","4",0,308483.5,308496.266,308512.8
38,"6a19d18f546496cf8a436e69",5,6,"moderngreen","moderngreen","4","4","4","4","5","5","5","5","5","5",0,338653.899999976,338662.3,338679
38,"6a19d18f546496cf8a436e69",6,7,"futurist","futurist","5","5","5","5","5","5","4","4","5","5",0,370992.299999952,370995.264,371011.7
39,"6a10c10b76e10d5e318448c3",0,1,"aicentered","aicentered","5","5","1","1","1","1","1","1","5","1",2,170812.100000024,170816.796,170816.796
39,"6a10c10b76e10d5e318448c3",1,2,"anarchic","anarchic","4","5","3","5","5","4","4","5","4","4",0,254022,254017.632,254034.3
39,"6a10c10b76e10d5e318448c3",2,3,"moderngreen","moderngreen","5","5","4","4","5","4","5","5","5","5",0,294924.700000048,294918.028,294918.028
39,"6a10c10b76e10d5e318448c3",3,4,"religious","religious","5","4","5","4","5","5","5","5","5","5",1,380351.100000024,380352.1,380368.8
39,"6a10c10b76e10d5e318448c3",4,5,"futurist","futurist","3","5","4","4","1","1","1","1","1","1",0,584466.800000072,584470.632,584487.2
39,"6a10c10b76e10d5e318448c3",5,6,"primitivist","primitivist","3","4","5","4","4","4","3","3","5","4",1,613531.600000024,613537.564,613553.9
39,"6a10c10b76e10d5e318448c3",6,7,"lawBased","lawBased","5","4","3","4","4","5","5","4","5","4",0,647148.100000024,647154.566,647171.2
40,"69befc993638fae95321d387",0,1,"primitivist","primitivist","5","5","5","5","4","5","4","3","4","5",1,184850.399999976,184904.624,184904.624
40,"69befc993638fae95321d387",1,2,"aicentered","aicentered","1","1","2","1","2","2","2","2","6","2",0,261742.600000024,261762.662,261770.9
40,"69befc993638fae95321d387",2,3,"lawBased","lawBased","5","5","6","6","5","6","3","5","4","4",3,310291.899999976,310304.632,310304.632
40,"69befc993638fae95321d387",3,4,"futurist","futurist","4","5","5","5","4","5","5","5","6","5",1,385284.700000048,385287.366,385295.3
40,"69befc993638fae95321d387",4,5,"moderngreen","moderngreen","6","6","6","7","6","6","6","6","6","6",1,456391.700000048,456403.692,456411.7
40,"69befc993638fae95321d387",5,6,"anarchic","anarchic","6","2","6","5","6","6","7","7","5","7",0,520334.799999952,520345.198,520353.4
40,"69befc993638fae95321d387",6,7,"religious","religious","6","6","6","6","2","5","2","2","2","1",0,605139.5,605152.988,605160.9
41,"6a137e9af9c0ce1fe98b75a3",0,1,"futurist","futurist","3","2","2","2","1","5","1","2","6","2",4,411546.899999976,411567.958,411583.6
41,"6a137e9af9c0ce1fe98b75a3",1,2,"religious","religious","1","1","1","1","1","1","1","1","1","1",0,573086.699999988,573087.434,573087.434
41,"6a137e9af9c0ce1fe98b75a3",2,3,"anarchic","anarchic","5","6","7","7","5","7","7","7","2","6",3,667510.099999964,667522.884,667522.884
41,"6a137e9af9c0ce1fe98b75a3",3,4,"aicentered","aicentered","1","1","1","1","1","1","1","1","2","1",1,784995.199999988,785008.564,785008.564
41,"6a137e9af9c0ce1fe98b75a3",4,5,"moderngreen","moderngreen","5","4","5","5","5","7","5","5","7","6",2,873244.5,873260.596,873260.596
41,"6a137e9af9c0ce1fe98b75a3",5,6,"lawBased","lawBased","1","1","1","1","1","2","1","1","1","1",1,981969.799999952,981979.53,981979.53
41,"6a137e9af9c0ce1fe98b75a3",6,7,"primitivist","primitivist","5","4","6","6","1","5","1","2","2","3",1,1107636.09999996,1107648.69,1107648.69
42,"6a17ac069acb48f9c7c4391f",0,1,"primitivist","primitivist","7","7","6","7","6","7","6","6","5","6",0,249530.5,249532.366,249549
42,"6a17ac069acb48f9c7c4391f",1,2,"anarchic","anarchic","7","7","5","7","5","6","7","5","6","5",1,343935.799999952,343934.528,343951.1
42,"6a17ac069acb48f9c7c4391f",2,3,"aicentered","aicentered","5","5","5","4","1","1","1","1","4","1",4,437020.599999905,437019.956,437036.6
42,"6a17ac069acb48f9c7c4391f",3,4,"lawBased","lawBased","6","6","6","5","3","5","3","4","5","4",1,545825.099999905,545822.466,545839.1
42,"6a17ac069acb48f9c7c4391f",4,5,"religious","religious","6","6","6","6","4","3","3","3","4","3",4,635079.900000095,635091.196,635107.8
42,"6a17ac069acb48f9c7c4391f",5,6,"futurist","futurist","5","5","6","6","3","3","3","3","5","4",4,685215.200000048,685225.66,685242.3
42,"6a17ac069acb48f9c7c4391f",6,7,"moderngreen","moderngreen","7","7","7","7","7","7","7","7","7","7",0,767729,767727.562,767744.2
43,"69a89c0955605fb10a4fff5e",0,1,"anarchic","anarchic","6","5","6","6","2","2","5","4","5","4",2,589937.2,589950.224,589950.224
43,"69a89c0955605fb10a4fff5e",1,2,"aicentered","aicentered","6","5","6","5","2","3","1","4","3","1",0,1328973.1,1328974.824,1328974.824
43,"69a89c0955605fb10a4fff5e",2,3,"primitivist","primitivist","6","6","6","6","2","3","3","5","4","2",0,1419881.7,1419887.59,1419887.59
43,"69a89c0955605fb10a4fff5e",3,4,"religious","religious","6","6","6","6","2","5","6","6","6","6",0,1563661.6,1563653.3,1563669.5
43,"69a89c0955605fb10a4fff5e",4,5,"moderngreen","moderngreen","5","4","6","4","6","5","2","6","5","5",0,1876899.5,1876901.918,1876901.918
43,"69a89c0955605fb10a4fff5e",5,6,"lawBased","lawBased","5","5","5","6","5","4","4","4","4","3",1,2158734.5,2158729.3,2158745.6
43,"69a89c0955605fb10a4fff5e",6,7,"futurist","futurist","5","5","5","4","6","4","6","5","5","4",0,2239425.7,2239418.058,2239434.5
44,"5e7acbd0373d5e0c087a112c",0,1,"aicentered","aicentered","4","2","2","3","1","1","1","1","6","1",1,191061,191080.676,191080.676
44,"5e7acbd0373d5e0c087a112c",1,2,"primitivist","primitivist","6","7","7","7","5","6","3","4","3","4",1,244348.5,244364.438,244364.438
44,"5e7acbd0373d5e0c087a112c",2,3,"anarchic","anarchic","6","6","6","5","5","6","2","6","6","5",2,319421.900000095,319415.386,319431.8
44,"5e7acbd0373d5e0c087a112c",3,4,"lawBased","lawBased","6","7","7","7","6","5","3","5","4","5",2,428886.800000191,428883.288,428883.288
44,"5e7acbd0373d5e0c087a112c",4,5,"moderngreen","moderngreen","6","7","7","7","7","7","6","7","7","7",0,467201.099999905,467200.366,467233.6
44,"5e7acbd0373d5e0c087a112c",5,6,"religious","religious","2","2","2","3","1","2","1","1","1","1",0,523907.900000095,523917.5,523934.3
44,"5e7acbd0373d5e0c087a112c",6,7,"futurist","futurist","6","5","5","5","6","6","3","6","7","5",0,558441.200000286,558434.67,558451
47,"6a164c0b59f7d6fd8cf72646",0,1,"lawBased","lawBased","5","5","5","5","4","5","4","4","3","4",2,211609.600000024,211613.536,211614.2
47,"6a164c0b59f7d6fd8cf72646",1,2,"futurist","futurist","3","3","3","5","3","3","4","3","5","3",2,304961,304962.962,304962.962
47,"6a164c0b59f7d6fd8cf72646",2,3,"primitivist","primitivist","6","6","6","6","5","4","6","7","5","4",1,355443.399999976,355437.796,355454.3
47,"6a164c0b59f7d6fd8cf72646",3,4,"moderngreen","moderngreen","5","5","5","6","6","6","7","6","5","5",1,406839.700000048,406846.1,406862.5
47,"6a164c0b59f7d6fd8cf72646",4,5,"religious","religious","4","4","6","6","2","2","4","2","2","4",2,464126.700000048,464121.432,464121.432
47,"6a164c0b59f7d6fd8cf72646",5,6,"anarchic","anarchic","6","6","6","6","5","4","7","5","6","4",2,524212.5,524215.164,524231.1
47,"6a164c0b59f7d6fd8cf72646",6,7,"aicentered","aicentered","1","1","1","1","1","1","1","1","6","1",0,572658.800000072,572656.09,572656.09
48,"6a0b012ac9f16bd108225765",0,1,"religious","religious","3","1","3","2","1","1","1","1","1","1",1,194062.400000036,194058.654,194158
48,"6a0b012ac9f16bd108225765",1,2,"aicentered","aicentered","4","4","4","5","1","2","1","1","5","1",2,243994.800000012,244017.358,244017.358
48,"6a0b012ac9f16bd108225765",2,3,"moderngreen","moderngreen","6","6","6","6","3","6","3","6","6","6",0,297290.199999988,297308.464,297308.464
48,"6a0b012ac9f16bd108225765",3,4,"futurist","futurist","4","4","4","4","2","2","2","2","6","2",2,339053.199999988,339068.516,339068.516
48,"6a0b012ac9f16bd108225765",4,5,"lawBased","lawBased","2","2","2","2","1","1","1","1","1","1",0,386718.300000012,386727.192,386727.192
48,"6a0b012ac9f16bd108225765",5,6,"primitivist","primitivist","6","6","6","6","2","5","2","4","4","4",0,415937.400000036,415956.064,415956.064
48,"6a0b012ac9f16bd108225765",6,7,"anarchic","anarchic","6","6","6","6","5","5","4","6","5","6",0,448026.5,448034.326,448050.5
49,"60a69e84d2f871b61d608e89",0,1,"religious","religious","7","7","7","7","1","1","1","1","1","1",0,418055.799999982,418062.464,418062.464
49,"60a69e84d2f871b61d608e89",1,2,"aicentered","aicentered","7","7","7","7","1","4","1","1","4","4",2,573149.5,573157.53,573174
49,"60a69e84d2f871b61d608e89",2,3,"lawBased","lawBased","7","7","7","7","4","7","1","7","4","7",6,688044.099999994,688054.154,688054.154
49,"60a69e84d2f871b61d608e89",3,4,"futurist","futurist","7","7","7","7","7","7","4","7","5","7",4,885956.399999976,885964.848,885964.848
49,"60a69e84d2f871b61d608e89",4,5,"primitivist","primitivist","7","7","7","7","5","5","5","5","5","5",3,1005543.5,1005561.248,1005561.4
49,"60a69e84d2f871b61d608e89",5,6,"anarchic","anarchic","7","1","4","7","4","1","7","7","5","3",3,1166219.89999998,1166223.096,1166223.096
49,"60a69e84d2f871b61d608e89",6,7,"moderngreen","moderngreen","7","7","7","7","7","7","7","7","7","7",0,1387617.29999998,1387616.484,1387616.484
50,"6a160ffb53f179346c6ed7ed",0,1,"futurist","futurist","7","7","5","7","4","7","4","5","7","6",0,306808,306805.92,306811.92
50,"6a160ffb53f179346c6ed7ed",1,2,"moderngreen","moderngreen","7","7","7","7","6","7","6","7","2","7",2,445290,445287.6,445295.68
50,"6a160ffb53f179346c6ed7ed",2,3,"lawBased","lawBased","7","7","5","5","1","1","2","2","1","2",2,558888,558885.72,558896.04
50,"6a160ffb53f179346c6ed7ed",3,4,"aicentered","aicentered","6","5","5","7","1","4","1","1","2","2",0,638046,638046.32,638062.98
50,"6a160ffb53f179346c6ed7ed",4,5,"primitivist","primitivist","7","7","7","7","6","4","7","6","2","5",0,711314,711313.2,711329.88
50,"6a160ffb53f179346c6ed7ed",5,6,"anarchic","anarchic","7","7","7","7","7","6","5","6","3","6",2,792887,792884.54,792896.82
50,"6a160ffb53f179346c6ed7ed",6,7,"religious","religious","7","5","7","7","1","1","1","1","1","1",0,868462,868463.74,868480.42
51,"6a026b14fa26d03597f2dced",0,1,"religious","religious","6","6","6","6","6","5","6","6","5","6",0,364197.5,364209.946,364226.4
51,"6a026b14fa26d03597f2dced",1,2,"lawBased","lawBased","5","6","6","5","5","5","4","4","4","4",1,452174.600000024,452176.524,452176.524
51,"6a026b14fa26d03597f2dced",2,3,"anarchic","anarchic","4","4","5","4","6","4","6","6","6","5",0,524015.899999976,524020.614,524020.614
51,"6a026b14fa26d03597f2dced",3,4,"moderngreen","moderngreen","6","7","7","6","7","6","7","6","7","7",0,639003,639014.456,639014.456
51,"6a026b14fa26d03597f2dced",4,5,"aicentered","aicentered","1","2","1","2","2","2","2","2","2","2",0,718369.800000072,718377.79,718377.79
51,"6a026b14fa26d03597f2dced",5,6,"futurist","futurist","2","3","3","2","3","4","3","3","4","3",0,810841,810846.158,810846.158
51,"6a026b14fa26d03597f2dced",6,7,"primitivist","primitivist","5","5","5","5","5","4","5","4","5","5",0,917535.800000072,917536.588,917536.588
52,"69c22b2562a236eed8f9c1e1",0,1,"aicentered","aicentered","5","5","3","3","3","4","7","4","6","3",0,137832.099999994,137833.1,137849
52,"69c22b2562a236eed8f9c1e1",1,2,"futurist","futurist","5","5","5","4","3","4","7","4","5","3",0,189224,189231.6,189248.6
52,"69c22b2562a236eed8f9c1e1",2,3,"moderngreen","moderngreen","5","5","3","3","1","1","7","1","2","1",1,238335.599999994,238348.4,238364.2
52,"69c22b2562a236eed8f9c1e1",3,4,"primitivist","primitivist","5","5","6","3","1","1","7","1","2","1",0,276315.200000018,276314.232,276330.8
52,"69c22b2562a236eed8f9c1e1",4,5,"religious","religious","6","6","5","5","5","6","2","5","5","6",0,313139.900000006,313129.9,313146.6
52,"69c22b2562a236eed8f9c1e1",5,6,"anarchic","anarchic","5","4","5","5","2","2","6","2","2","1",0,352574.900000006,352580.198,352580.2
52,"69c22b2562a236eed8f9c1e1",6,7,"lawBased","lawBased","2","2","5","7","3","3","5","3","5","2",1,386039.900000006,386045.5,386062.3
54,"69f67debc343491ee99f43ef",0,1,"religious","religious","2","2","3","3","1","1","1","1","1","1",1,231504.100000024,231510.532,231527.1
54,"69f67debc343491ee99f43ef",1,2,"aicentered","aicentered","2","2","2","2","1","1","1","1","1","1",0,312942.100000024,312943.988,312943.988
54,"69f67debc343491ee99f43ef",2,3,"anarchic","anarchic","5","5","5","5","5","5","5","5","5","5",0,368255.900000006,368260.7,368277.3
54,"69f67debc343491ee99f43ef",3,4,"primitivist","primitivist","5","5","5","5","5","5","5","5","5","5",2,434622.5,434627.366,434644
54,"69f67debc343491ee99f43ef",4,5,"futurist","futurist","5","5","5","5","6","6","5","6","6","6",0,492272.300000012,492277.4,492294.1
54,"69f67debc343491ee99f43ef",5,6,"moderngreen","moderngreen","5","5","5","5","7","7","5","7","7","7",0,547675.100000024,547677.528,547677.528
54,"69f67debc343491ee99f43ef",6,7,"lawBased","lawBased","3","3","3","3","1","1","1","1","1","1",0,606372.800000012,606377.532,606394.2
56,"661c92bc6f7ab864a9a96633",0,1,"primitivist","primitivist","5","7","5","5","3","7","2","5","6","6",0,190545,190572,190702
56,"661c92bc6f7ab864a9a96633",1,2,"anarchic","anarchic","2","1","1","2","1","3","3","1","4","2",0,259128,259150,259161
56,"661c92bc6f7ab864a9a96633",2,3,"religious","religious","6","6","6","7","7","7","7","7","4","6",0,318324,318347,318358
56,"661c92bc6f7ab864a9a96633",3,4,"aicentered","aicentered","1","2","2","2","1","1","1","1","4","1",0,359156,359179,359189
56,"661c92bc6f7ab864a9a96633",4,5,"futurist","futurist","3","4","3","2","4","3","3","5","5","4",1,392891,392913,392923
56,"661c92bc6f7ab864a9a96633",5,6,"moderngreen","moderngreen","6","5","6","5","6","7","5","6","7","7",0,434217,434238,434248
56,"661c92bc6f7ab864a9a96633",6,7,"lawBased","lawBased","4","4","3","3","2","7","2","5","6","6",0,466667,466688,466698
57,"6a1b5df604fc63edaa0d2907",0,1,"anarchic","anarchic","6","6","6","6","6","6","6","6","6","6",0,171519,171534,171570
57,"6a1b5df604fc63edaa0d2907",1,2,"moderngreen","moderngreen","6","6","6","6","6","6","6","6","6","6",0,226434,226451,226468
57,"6a1b5df604fc63edaa0d2907",2,3,"lawBased","lawBased","6","6","6","6","6","6","4","5","5","6",1,255345,255353,255367
57,"6a1b5df604fc63edaa0d2907",3,4,"primitivist","primitivist","7","7","7","7","7","7","7","7","7","7",0,297534,297542,297553
57,"6a1b5df604fc63edaa0d2907",4,5,"aicentered","aicentered","6","6","6","6","3","3","3","2","5","2",5,332307,332315,332318
57,"6a1b5df604fc63edaa0d2907",5,6,"religious","religious","6","6","6","6","1","1","1","1","1","1",0,378598,378605,378616
57,"6a1b5df604fc63edaa0d2907",6,7,"futurist","futurist","7","7","7","7","5","5","5","5","5","5",0,412032,412039,412049
58,"6a1b5250d5e9bc023be2bfdb",0,1,"primitivist","primitivist","1","5","5","5","2","5","7","1","1","1",0,175278.700000048,175282.7,175288.7
58,"6a1b5250d5e9bc023be2bfdb",1,2,"aicentered","aicentered","1","1","1","1","1","1","7","1","6","1",0,297191.799999952,297192.764,297192.8
58,"6a1b5250d5e9bc023be2bfdb",2,3,"futurist","futurist","7","7","7","7","7","7","1","7","7","7",0,350019.799999952,350021.3,350027.4
58,"6a1b5250d5e9bc023be2bfdb",3,4,"anarchic","anarchic","3","5","5","5","2","2","6","2","2","2",0,387027.200000048,387021.3,387034.4
58,"6a1b5250d5e9bc023be2bfdb",4,5,"lawBased","lawBased","5","5","5","5","4","5","2","5","3","5",1,419077.900000095,419078.6,419084.6
58,"6a1b5250d5e9bc023be2bfdb",5,6,"religious","religious","1","4","4","4","1","1","2","1","1","1",2,455100.700000048,455102.1,455108.3
58,"6a1b5250d5e9bc023be2bfdb",6,7,"moderngreen","moderngreen","6","6","6","6","5","6","3","5","6","3",1,484947.700000048,484945.9,484952.1
59,"699ea1c2d6cea42a4be1baad",0,1,"moderngreen","moderngreen","5","4","4","3","4","5","4","5","4","5",0,173563.099999994,173563.5,173570.6
59,"699ea1c2d6cea42a4be1baad",1,2,"anarchic","anarchic","5","5","5","5","5","3","3","5","2","2",4,277058.5,277059.43,277061.9
59,"699ea1c2d6cea42a4be1baad",2,3,"lawBased","lawBased","4","3","2","5","2","5","2","5","5","2",2,352449.299999997,352450.83,352453.2
59,"699ea1c2d6cea42a4be1baad",3,4,"futurist","futurist","5","4","4","5","2","2","5","5","2","2",0,396198,396200.2,396203.8
59,"699ea1c2d6cea42a4be1baad",4,5,"religious","religious","5","5","5","5","2","2","2","5","2","4",1,457801.5,457799,457802.6
59,"699ea1c2d6cea42a4be1baad",5,6,"aicentered","aicentered","2","4","4","3","5","2","7","4","7","6",8,497455.899999991,497458.3,497461.7
59,"699ea1c2d6cea42a4be1baad",6,7,"primitivist","primitivist","6","4","4","7","4","5","3","5","5","5",1,559917.5,559918.1,559921.7
60,"6a026e182e8f80652216c041",0,1,"lawBased","lawBased","2","2","2","2","2","5","2","2","2","2",0,180995.399999976,181001.206,181001.206
60,"6a026e182e8f80652216c041",1,2,"moderngreen","moderngreen","5","5","5","5","5","6","3","5","6","5",0,238685.600000024,238686.03,238702.6
60,"6a026e182e8f80652216c041",2,3,"aicentered","aicentered","3","3","3","3","3","5","3","2","5","2",0,289233.399999976,289237.266,289254
60,"6a026e182e8f80652216c041",3,4,"primitivist","primitivist","3","3","5","5","3","5","5","3","5","3",1,324219.100000024,324221.498,324238.1
60,"6a026e182e8f80652216c041",4,5,"futurist","futurist","5","5","6","6","6","7","6","6","7","6",1,371133.600000024,371139.362,371139.4
60,"6a026e182e8f80652216c041",5,6,"anarchic","anarchic","5","5","5","5","7","7","7","7","5","7",0,403802.5,403806.896,403823.5
60,"6a026e182e8f80652216c041",6,7,"religious","religious","1","1","2","2","1","2","2","1","2","1",0,438270.899999976,438274.466,438291
61,"6a179eaedcc989a730c238ab",0,1,"moderngreen","moderngreen","7","7","7","7","6","7","6","5","6","4",0,233353.099999994,233378.42,233378.42
61,"6a179eaedcc989a730c238ab",1,2,"futurist","futurist","3","3","3","3","3","3","4","3","5","2",2,326478.299999982,326480.284,326480.284
61,"6a179eaedcc989a730c238ab",2,3,"religious","religious","7","7","7","7","7","7","7","7","7","7",0,399463.199999988,399472.328,399472.328
61,"6a179eaedcc989a730c238ab",3,4,"lawBased","lawBased","2","2","2","2","4","3","3","2","5","1",0,432826.399999976,432828.126,432828.126
61,"6a179eaedcc989a730c238ab",4,5,"anarchic","anarchic","6","6","6","6","4","4","3","3","4","2",0,478968.699999988,478978.632,478979.3
61,"6a179eaedcc989a730c238ab",5,6,"aicentered","aicentered","1","1","1","1","1","1","1","1","1","1",0,518371.599999994,518381.864,518382
61,"6a179eaedcc989a730c238ab",6,7,"primitivist","primitivist","6","6","6","6","2","3","1","1","2","1",1,551181,551188.228,551204.2
62,"69e39e2d7c072270cb7e0b21",0,1,"aicentered","aicentered","1","1","1","1","1","1","5","1","4","1",1,119085.900000006,119093.996,119094.1
62,"69e39e2d7c072270cb7e0b21",1,2,"religious","religious","1","1","1","1","1","1","1","1","1","1",0,170325.800000012,170333.864,170334
62,"69e39e2d7c072270cb7e0b21",2,3,"futurist","futurist","7","7","7","7","7","7","7","7","7","7",0,210261.5,210261.3,210278
62,"69e39e2d7c072270cb7e0b21",3,4,"primitivist","primitivist","5","5","5","5","4","4","1","4","1","4",0,241460.5,241462.5,241479.2
62,"69e39e2d7c072270cb7e0b21",4,5,"anarchic","anarchic","1","1","1","1","1","1","1","1","1","1",0,382356.599999994,382367.8,382384.6
62,"69e39e2d7c072270cb7e0b21",5,6,"lawBased","lawBased","4","4","4","4","4","4","1","4","4","4",0,415141.200000018,415137.3,415154.1
62,"69e39e2d7c072270cb7e0b21",6,7,"moderngreen","moderngreen","5","5","5","5","5","5","5","5","5","5",0,445122.400000006,445120.398,445120.4
63,"6a1ae758fe1ae407eb0c8dfa",0,1,"aicentered","aicentered","6","6","6","7","6","6","5","5","7","5",3,1156344.6,1156394.362,1156394.7
63,"6a1ae758fe1ae407eb0c8dfa",1,2,"lawBased","lawBased","6","5","6","7","6","7","6","6","5","6",3,1492416.5,1492469.746,1492469.746
63,"6a1ae758fe1ae407eb0c8dfa",2,3,"futurist","futurist","7","7","7","7","6","7","7","6","7","7",4,1713340.1,1713388.054,1713388.054
63,"6a1ae758fe1ae407eb0c8dfa",3,4,"moderngreen","moderngreen","7","7","7","7","6","6","6","6","6","5",2,1947258,1947262.966,1947279.1
63,"6a1ae758fe1ae407eb0c8dfa",4,5,"religious","religious","7","7","7","7","7","7","7","7","5","7",1,2105295,2105299.562,2105316.1
63,"6a1ae758fe1ae407eb0c8dfa",5,6,"anarchic","anarchic","7","7","7","7","6","7","6","7","6","6",4,2214992.1,2214992.864,2215009.3
63,"6a1ae758fe1ae407eb0c8dfa",6,7,"primitivist","primitivist","7","7","7","7","5","6","4","5","6","3",2,2350297.6,2350314.998,2350315
64,"6a06421377e1ca15fefe2378",0,1,"religious","religious","4","2","4","4","1","3","1","1","3","1",2,282714.800000001,282721.632,282721.632
64,"6a06421377e1ca15fefe2378",1,2,"moderngreen","moderngreen","6","6","6","6","4","5","4","5","6","4",0,417325.900000002,417327.658,417327.7
64,"6a06421377e1ca15fefe2378",2,3,"primitivist","primitivist","5","5","5","5","4","5","4","5","3","4",1,479512.900000002,479512.566,479529.2
64,"6a06421377e1ca15fefe2378",3,4,"futurist","futurist","6","6","6","6","7","7","6","7","7","7",0,560531.400000002,560536.3,560552.9
64,"6a06421377e1ca15fefe2378",4,5,"anarchic","anarchic","4","4","4","4","5","4","4","3","3","4",1,597863.5,597863.9,597880.6
64,"6a06421377e1ca15fefe2378",5,6,"lawBased","lawBased","2","2","4","4","3","2","1","2","1","3",1,651374.800000001,651379.566,651396.2
64,"6a06421377e1ca15fefe2378",6,7,"aicentered","aicentered","1","1","5","5","1","1","1","1","6","1",0,703641.600000001,703644.9,703661.3
65,"6641076785a23b3f7db3c5c1",0,1,"futurist","futurist","5","6","6","6","5","7","4","5","7","6",0,352495.5,352503.196,352519.8
65,"6641076785a23b3f7db3c5c1",1,2,"aicentered","aicentered","1","1","1","1","3","4","2","1","4","2",4,410145.900000095,410154.414,410170.8
65,"6641076785a23b3f7db3c5c1",2,3,"moderngreen","moderngreen","6","6","7","7","6","7","6","6","7","6",1,456262.400000095,456255.042,456271.7
65,"6641076785a23b3f7db3c5c1",3,4,"primitivist","primitivist","6","6","7","6","5","6","6","6","4","6",1,492680.5,492689.4,492705.9
65,"6641076785a23b3f7db3c5c1",4,5,"religious","religious","4","4","4","4","1","1","1","1","1","1",1,542795.699999809,542790.2,542806.9
65,"6641076785a23b3f7db3c5c1",5,6,"lawBased","lawBased","2","2","3","3","4","5","3","4","3","4",1,700170.5,700160.312,700193.4
65,"6641076785a23b3f7db3c5c1",6,7,"anarchic","anarchic","7","7","7","7","7","6","7","6","5","5",1,761968,761961.43,761978.1
67,"69b34be60a7d5e72daf5d5c0",0,1,"lawBased","lawBased","5","1","3","7","1","3","1","3","2","3",2,146660.199999928,146660.938,146677.6
67,"69b34be60a7d5e72daf5d5c0",1,2,"moderngreen","moderngreen","6","6","7","7","3","5","5","5","6","5",1,216977.299999952,216976.81,216976.81
67,"69b34be60a7d5e72daf5d5c0",2,3,"aicentered","aicentered","1","1","3","3","1","2","3","1","5","1",4,248045.199999928,248059.764,248076.4
67,"69b34be60a7d5e72daf5d5c0",3,4,"futurist","futurist","7","6","7","7","6","7","7","7","7","6",0,281842.199999928,281842.628,281842.628
67,"69b34be60a7d5e72daf5d5c0",4,5,"primitivist","primitivist","7","7","7","7","5","5","7","5","5","6",1,317491.399999976,317492.162,317508.8
67,"69b34be60a7d5e72daf5d5c0",5,6,"anarchic","anarchic","5","6","6","7","3","5","6","5","6","3",5,348494.899999976,348508.4,348525.1
67,"69b34be60a7d5e72daf5d5c0",6,7,"religious","religious","5","5","6","7","1","1","1","1","1","1",0,393049.199999928,393056.9,393074.4
68,"6a1b735224c511273377e91b",0,1,"religious","religious","6","5","7","2","2","1","1","3","1","1",0,353448.200000048,353463.998,353464.9
68,"6a1b735224c511273377e91b",1,2,"futurist","futurist","1","1","1","1","3","1","2","2","7","4",0,501902.200000048,501902.492,501902.492
68,"6a1b735224c511273377e91b",2,3,"primitivist","primitivist","7","7","6","7","6","7","3","6","2","6",0,584055.5,584054.832,584071.4
68,"6a1b735224c511273377e91b",3,4,"moderngreen","moderngreen","6","6","6","7","7","7","7","7","7","7",0,699959.700000048,699958.304,699958.304
68,"6a1b735224c511273377e91b",4,5,"anarchic","anarchic","2","5","4","7","7","7","7","7","4","7",0,763661.400000095,763660.358,763660.358
68,"6a1b735224c511273377e91b",5,6,"lawBased","lawBased","1","1","1","1","1","1","1","1","1","1",0,859462.5,859463.318,859463.318
68,"6a1b735224c511273377e91b",6,7,"aicentered","aicentered","1","1","1","1","2","1","3","5","7","1",0,905533.099999905,905531.43,905531.43
69,"6a1a8d3372b0ab20d9c4041b",0,1,"anarchic","anarchic","4","4","5","5","3","4","4","3","5","2",0,432477.900000095,432510.42,432510.42
69,"6a1a8d3372b0ab20d9c4041b",1,2,"aicentered","aicentered","5","5","4","5","4","5","4","3","3","5",0,547693.400000095,547698.834,547706.7
69,"6a1a8d3372b0ab20d9c4041b",2,3,"primitivist","primitivist","5","4","3","5","3","3","4","4","5","5",0,726276.600000143,726275.63,726291.9
69,"6a1a8d3372b0ab20d9c4041b",3,4,"lawBased","lawBased","5","5","4","5","4","6","3","6","5","5",0,802193.200000048,802191.55,802207.2
69,"6a1a8d3372b0ab20d9c4041b",4,5,"futurist","futurist","4","4","4","5","5","3","4","4","6","6",0,947821.5,947824.696,947840.8
69,"6a1a8d3372b0ab20d9c4041b",5,6,"moderngreen","moderngreen","5","4","4","4","4","4","5","5","5","5",0,1045787.70000005,1045796.1,1045812.7
69,"6a1a8d3372b0ab20d9c4041b",6,7,"religious","religious","5","5","4","6","4","4","5","5","4","5",0,1094690.79999995,1094690.966,1094707.4
70,"6a15b0b4db936d8329be8892",0,1,"aicentered","aicentered","6","6","6","6","2","6","4","4","5","3",2,453034.099999994,453034.84,453134.742
70,"6a15b0b4db936d8329be8892",1,2,"futurist","futurist","6","6","6","6","3","5","4","4","6","6",1,669394.299999997,669353.794,669453.694
70,"6a15b0b4db936d8329be8892",2,3,"religious","religious","6","6","6","6","6","6","6","6","6","6",0,778870,778828.644,778928.544
