json_file,audio_file,id_person,type,audio_duration_seconds,audio_size_bytes
comp-result_27131/files/audio_missing_utopia_6a08b810d807f5805aabe02e_1780152771053.json,6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053.webm,6a08b810d807f5805aabe02e,audio_missing_utopia,78.426,1261956
comp-result_27131/files/audio_ranking_explanation_6a08b810d807f5805aabe02e_1780152676536.json,6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536.webm,6a08b810d807f5805aabe02e,audio_ranking_explanation,242.561,3905137
comp-result_27133/files/audio_missing_utopia_67103e4ed56cde03a0f2476b_1780152799804.json,67103e4ed56cde03a0f2476b_audio_missing_utopia_1780152799804.webm,67103e4ed56cde03a0f2476b,audio_missing_utopia,29.139,468806
comp-result_27133/files/audio_ranking_explanation_67103e4ed56cde03a0f2476b_1780152764284.json,67103e4ed56cde03a0f2476b_audio_ranking_explanation_1780152764284.webm,67103e4ed56cde03a0f2476b,audio_ranking_explanation,37.876,609874
comp-result_27134/files/audio_missing_utopia_59a07638bfd73c00010ea394_1780152365703.json,59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703.webm,59a07638bfd73c00010ea394,audio_missing_utopia,28.075,451418
comp-result_27134/files/audio_ranking_explanation_59a07638bfd73c00010ea394_1780152318767.json,59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767.webm,59a07638bfd73c00010ea394,audio_ranking_explanation,74.518,1199166
comp-result_27135/files/audio_missing_utopia_63d7b1a77e23b5460ab88069_1780152859465.json,63d7b1a77e23b5460ab88069_audio_missing_utopia_1780152859465.webm,63d7b1a77e23b5460ab88069,audio_missing_utopia,34.428,553846
comp-result_27135/files/audio_ranking_explanation_63d7b1a77e23b5460ab88069_1780152809144.json,63d7b1a77e23b5460ab88069_audio_ranking_explanation_1780152809144.webm,63d7b1a77e23b5460ab88069,audio_ranking_explanation,124.173,1999082
comp-result_27136/files/audio_missing_utopia_69c4160ec318cfcd7d4f37a4_1780153517199.json,69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199.webm,69c4160ec318cfcd7d4f37a4,audio_missing_utopia,54.734,881320
comp-result_27136/files/audio_ranking_explanation_69c4160ec318cfcd7d4f37a4_1780153331642.json,69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642.webm,69c4160ec318cfcd7d4f37a4,audio_ranking_explanation,116.744,1879264
comp-result_27138/files/audio_missing_utopia_69fe9e67a20599144f688b50_1780153147993.json,69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993.webm,69fe9e67a20599144f688b50,audio_missing_utopia,54.793,882286
comp-result_27138/files/audio_ranking_explanation_69fe9e67a20599144f688b50_1780153014058.json,69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058.webm,69fe9e67a20599144f688b50,audio_ranking_explanation,128.036,2060906
comp-result_27139/files/audio_missing_utopia_69e91fd1a613772e648e565a_1780153851261.json,69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261.webm,69e91fd1a613772e648e565a,audio_missing_utopia,35.867,577030
comp-result_27139/files/audio_ranking_explanation_69e91fd1a613772e648e565a_1780153689923.json,69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923.webm,69e91fd1a613772e648e565a,audio_ranking_explanation,99.485,1601056
comp-result_27141/files/audio_missing_utopia_673e5fc42cbf961c153d09d3_1780154055552.json,673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552.webm,673e5fc42cbf961c153d09d3,audio_missing_utopia,68.522,1102566
comp-result_27141/files/audio_ranking_explanation_673e5fc42cbf961c153d09d3_1780153918926.json,673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926.webm,673e5fc42cbf961c153d09d3,audio_ranking_explanation,205.332,3305182
