audio_file,transcript_file,transcript_length,processing_time_seconds
665cc37706c5e959d6f680a3_audio_ranking_explanation_1780424004847.webm,665cc37706c5e959d6f680a3_audio_ranking_explanation_1780424004847_transcript.json,359,8.424958
66646ef0caf9de9a699b6993_audio_missing_utopia_1780240237344.webm,66646ef0caf9de9a699b6993_audio_missing_utopia_1780240237344_transcript.json,113,5.137995
66646ef0caf9de9a699b6993_audio_ranking_explanation_1780240218359.webm,66646ef0caf9de9a699b6993_audio_ranking_explanation_1780240218359_transcript.json,512,13.825729
6666556a57f997a0004f5e5a_audio_missing_utopia_1780387747647.webm,6666556a57f997a0004f5e5a_audio_missing_utopia_1780387747647_transcript.json,1084,18.939563
6666556a57f997a0004f5e5a_audio_ranking_explanation_1780387615072.webm,6666556a57f997a0004f5e5a_audio_ranking_explanation_1780387615072_transcript.json,2152,36.454197
66908eecc135ec77905c2810_audio_missing_utopia_1780436448979.webm,66908eecc135ec77905c2810_audio_missing_utopia_1780436448979_transcript.json,385,9.231596
66908eecc135ec77905c2810_audio_ranking_explanation_1780436384593.webm,66908eecc135ec77905c2810_audio_ranking_explanation_1780436384593_transcript.json,745,14.680313
66b38d503ed52b99179c870e_audio_missing_utopia_1780402921854.webm,66b38d503ed52b99179c870e_audio_missing_utopia_1780402921854_transcript.json,936,18.991444
66b38d503ed52b99179c870e_audio_ranking_explanation_1780402814027.webm,66b38d503ed52b99179c870e_audio_ranking_explanation_1780402814027_transcript.json,1106,19.944104
66b3dc1490445aa410abd41e_audio_missing_utopia_1780243084797.webm,66b3dc1490445aa410abd41e_audio_missing_utopia_1780243084797_transcript.json,304,6.203811
66b3dc1490445aa410abd41e_audio_ranking_explanation_1780243025188.webm,66b3dc1490445aa410abd41e_audio_ranking_explanation_1780243025188_transcript.json,666,10.680368
66f0bcad545ecf68df970a46_audio_missing_utopia_1780417489181.webm,66f0bcad545ecf68df970a46_audio_missing_utopia_1780417489181_transcript.json,477,9.814895
66f0bcad545ecf68df970a46_audio_ranking_explanation_1780417366576.webm,66f0bcad545ecf68df970a46_audio_ranking_explanation_1780417366576_transcript.json,467,12.068071
67004445b289e820d5e8fb69_audio_missing_utopia_1780265693369.webm,67004445b289e820d5e8fb69_audio_missing_utopia_1780265693369_transcript.json,115,4.906801
67004445b289e820d5e8fb69_audio_ranking_explanation_1780265649673.webm,67004445b289e820d5e8fb69_audio_ranking_explanation_1780265649673_transcript.json,388,7.004819
67006a23de43db9f90b363d2_audio_missing_utopia_1780434892674.webm,67006a23de43db9f90b363d2_audio_missing_utopia_1780434892674_transcript.json,907,15.976019
67006a23de43db9f90b363d2_audio_ranking_explanation_1780434807772.webm,67006a23de43db9f90b363d2_audio_ranking_explanation_1780434807772_transcript.json,1773,26.397906
670420d4f05d7af4f85651e4_audio_missing_utopia_1780493238459.webm,670420d4f05d7af4f85651e4_audio_missing_utopia_1780493238459_transcript.json,769,14.997974
670420d4f05d7af4f85651e4_audio_ranking_explanation_1780493162725.webm,670420d4f05d7af4f85651e4_audio_ranking_explanation_1780493162725_transcript.json,512,11.048346
6705bf2688ed88bcafd57446_audio_missing_utopia_1780383912236.webm,6705bf2688ed88bcafd57446_audio_missing_utopia_1780383912236_transcript.json,858,19.36003
6705bf2688ed88bcafd57446_audio_ranking_explanation_1780383751841.webm,6705bf2688ed88bcafd57446_audio_ranking_explanation_1780383751841_transcript.json,1860,36.994466
67062295123561f8241f65fc_audio_missing_utopia_1780339467413.webm,67062295123561f8241f65fc_audio_missing_utopia_1780339467413_transcript.json,2548,38.641616
67062295123561f8241f65fc_audio_ranking_explanation_1780339141441.webm,67062295123561f8241f65fc_audio_ranking_explanation_1780339141441_transcript.json,2017,31.713067
6714d7f42c208253099ac9d9_audio_missing_utopia_1780384871519.webm,6714d7f42c208253099ac9d9_audio_missing_utopia_1780384871519_transcript.json,204,5.617758
6714d7f42c208253099ac9d9_audio_ranking_explanation_1780384811654.webm,6714d7f42c208253099ac9d9_audio_ranking_explanation_1780384811654_transcript.json,877,20.64049
671d3d7670c13868fc01e5f6_audio_missing_utopia_1780488866924.webm,671d3d7670c13868fc01e5f6_audio_missing_utopia_1780488866924_transcript.json,720,14.437197
671d3d7670c13868fc01e5f6_audio_ranking_explanation_1780488776917.webm,671d3d7670c13868fc01e5f6_audio_ranking_explanation_1780488776917_transcript.json,943,18.93928
671d553e0d035028da7d29a1_audio_missing_utopia_1780438749293.webm,671d553e0d035028da7d29a1_audio_missing_utopia_1780438749293_transcript.json,476,9.920278
671d553e0d035028da7d29a1_audio_ranking_explanation_1780438638779.webm,671d553e0d035028da7d29a1_audio_ranking_explanation_1780438638779_transcript.json,1330,25.230564
6727e176e5f011b020a6a2db_audio_missing_utopia_1780453156025.webm,6727e176e5f011b020a6a2db_audio_missing_utopia_1780453156025_transcript.json,189,5.423036
6727e176e5f011b020a6a2db_audio_ranking_explanation_1780453134310.webm,6727e176e5f011b020a6a2db_audio_ranking_explanation_1780453134310_transcript.json,326,6.991931
675b6faf10ae4b79d1d6455e_audio_missing_utopia_1780505030492.webm,675b6faf10ae4b79d1d6455e_audio_missing_utopia_1780505030492_transcript.json,301,6.299724
675b6faf10ae4b79d1d6455e_audio_ranking_explanation_1780504984223.webm,675b6faf10ae4b79d1d6455e_audio_ranking_explanation_1780504984223_transcript.json,1949,28.935555
675ebd1fb3aef884a42df656_audio_missing_utopia_1780411810880.webm,675ebd1fb3aef884a42df656_audio_missing_utopia_1780411810880_transcript.json,1576,27.319883
675ebd1fb3aef884a42df656_audio_ranking_explanation_1780411472016.webm,675ebd1fb3aef884a42df656_audio_ranking_explanation_1780411472016_transcript.json,649,10.95293
676334ae578dda6ef33f5886_audio_missing_utopia_1780381155497.webm,676334ae578dda6ef33f5886_audio_missing_utopia_1780381155497_transcript.json,142,5.223413
676334ae578dda6ef33f5886_audio_ranking_explanation_1780381111874.webm,676334ae578dda6ef33f5886_audio_ranking_explanation_1780381111874_transcript.json,244,6.130184
67758b914f06b14a31669644_audio_missing_utopia_1780378147825.webm,67758b914f06b14a31669644_audio_missing_utopia_1780378147825_transcript.json,169,5.364641
67758b914f06b14a31669644_audio_ranking_explanation_1780378104442.webm,67758b914f06b14a31669644_audio_ranking_explanation_1780378104442_transcript.json,211,5.550706
677b591c703b1749329c9b7c_audio_missing_utopia_1780271578979.webm,677b591c703b1749329c9b7c_audio_missing_utopia_1780271578979_transcript.json,42,4.494927
677b591c703b1749329c9b7c_audio_ranking_explanation_1780271551844.webm,677b591c703b1749329c9b7c_audio_ranking_explanation_1780271551844_transcript.json,196,5.611955
6784504cf334fb89fcf7f49e_audio_missing_utopia_1780404548617.webm,6784504cf334fb89fcf7f49e_audio_missing_utopia_1780404548617_transcript.json,350,8.722084
6784504cf334fb89fcf7f49e_audio_ranking_explanation_1780404475810.webm,6784504cf334fb89fcf7f49e_audio_ranking_explanation_1780404475810_transcript.json,773,14.005703
67ad361485e9e78975aa08bb_audio_missing_utopia_1780443161421.webm,67ad361485e9e78975aa08bb_audio_missing_utopia_1780443161421_transcript.json,301,6.467327
67ad361485e9e78975aa08bb_audio_ranking_explanation_1780443120166.webm,67ad361485e9e78975aa08bb_audio_ranking_explanation_1780443120166_transcript.json,415,10.054825
691ca2d38b8a43121da1e781_audio_missing_utopia_1780399412242.webm,691ca2d38b8a43121da1e781_audio_missing_utopia_1780399412242_transcript.json,402,9.28644
691ca2d38b8a43121da1e781_audio_ranking_explanation_1780399339029.webm,691ca2d38b8a43121da1e781_audio_ranking_explanation_1780399339029_transcript.json,1209,22.033948
691dd723559ca7c89564ea8b_audio_missing_utopia_1780415665799.webm,691dd723559ca7c89564ea8b_audio_missing_utopia_1780415665799_transcript.json,316,10.247336
691dd723559ca7c89564ea8b_audio_ranking_explanation_1780415620288.webm,691dd723559ca7c89564ea8b_audio_ranking_explanation_1780415620288_transcript.json,929,15.624181
69416fb4dbb55f6ae968fb6c_audio_missing_utopia_1780336172261.webm,69416fb4dbb55f6ae968fb6c_audio_missing_utopia_1780336172261_transcript.json,208,5.586148
69416fb4dbb55f6ae968fb6c_audio_ranking_explanation_1780336124952.webm,69416fb4dbb55f6ae968fb6c_audio_ranking_explanation_1780336124952_transcript.json,1430,27.970152
6942b9546065aeb7e30fd87a_audio_missing_utopia_1780405509342.webm,6942b9546065aeb7e30fd87a_audio_missing_utopia_1780405509342_transcript.json,160,5.398665
6942b9546065aeb7e30fd87a_audio_ranking_explanation_1780405435015.webm,6942b9546065aeb7e30fd87a_audio_ranking_explanation_1780405435015_transcript.json,699,12.001172
6942bb71de4537642d064f8b_audio_missing_utopia_1780241356420.webm,6942bb71de4537642d064f8b_audio_missing_utopia_1780241356420_transcript.json,274,6.494489
6942bb71de4537642d064f8b_audio_ranking_explanation_1780241305255.webm,6942bb71de4537642d064f8b_audio_ranking_explanation_1780241305255_transcript.json,629,13.694785
69432f5eec27bf29567095f7_audio_missing_utopia_1780406869729.webm,69432f5eec27bf29567095f7_audio_missing_utopia_1780406869729_transcript.json,1925,30.266236
69432f5eec27bf29567095f7_audio_ranking_explanation_1780406701861.webm,69432f5eec27bf29567095f7_audio_ranking_explanation_1780406701861_transcript.json,4176,62.541875
6946df52c8f481594f455bdf_audio_missing_utopia_1780410677823.webm,6946df52c8f481594f455bdf_audio_missing_utopia_1780410677823_transcript.json,587,10.319464
6946df52c8f481594f455bdf_audio_ranking_explanation_1780410630724.webm,6946df52c8f481594f455bdf_audio_ranking_explanation_1780410630724_transcript.json,1201,20.164784
6948e6378d2aed5bf5841c0a_audio_missing_utopia_1780412473235.webm,6948e6378d2aed5bf5841c0a_audio_missing_utopia_1780412473235_transcript.json,264,5.997036
6948e6378d2aed5bf5841c0a_audio_ranking_explanation_1780412404009.webm,6948e6378d2aed5bf5841c0a_audio_ranking_explanation_1780412404009_transcript.json,783,15.407922
694eedb7740d679db46ab074_audio_missing_utopia_1780432650032.webm,694eedb7740d679db46ab074_audio_missing_utopia_1780432650032_transcript.json,98,4.763361
694eedb7740d679db46ab074_audio_ranking_explanation_1780432607312.webm,694eedb7740d679db46ab074_audio_ranking_explanation_1780432607312_transcript.json,874,16.235126
695fbbddeef702fe7cea44bd_audio_missing_utopia_1780421637745.webm,695fbbddeef702fe7cea44bd_audio_missing_utopia_1780421637745_transcript.json,1354,21.299439
695fbbddeef702fe7cea44bd_audio_ranking_explanation_1780421505939.webm,695fbbddeef702fe7cea44bd_audio_ranking_explanation_1780421505939_transcript.json,855,14.817813
69601b75e222e16eba858689_audio_missing_utopia_1780422256319.webm,69601b75e222e16eba858689_audio_missing_utopia_1780422256319_transcript.json,833,18.44956
69601b75e222e16eba858689_audio_ranking_explanation_1780422174912.webm,69601b75e222e16eba858689_audio_ranking_explanation_1780422174912_transcript.json,1987,32.899162
696560f45f4ef7a14a6e58d3_audio_missing_utopia_1780311252322.webm,696560f45f4ef7a14a6e58d3_audio_missing_utopia_1780311252322_transcript.json,245,6.005021
696560f45f4ef7a14a6e58d3_audio_ranking_explanation_1780311155169.webm,696560f45f4ef7a14a6e58d3_audio_ranking_explanation_1780311155169_transcript.json,546,10.020643
696948d74e6e23586daf57f6_audio_missing_utopia_1780395007051.webm,696948d74e6e23586daf57f6_audio_missing_utopia_1780395007051_transcript.json,1390,21.684011
696948d74e6e23586daf57f6_audio_ranking_explanation_1780394900330.webm,696948d74e6e23586daf57f6_audio_ranking_explanation_1780394900330_transcript.json,1780,27.637163
69699d1a4c8aab1ce7a5f231_audio_missing_utopia_1780414864077.webm,69699d1a4c8aab1ce7a5f231_audio_missing_utopia_1780414864077_transcript.json,237,5.94679
69699d1a4c8aab1ce7a5f231_audio_ranking_explanation_1780414839015.webm,69699d1a4c8aab1ce7a5f231_audio_ranking_explanation_1780414839015_transcript.json,529,10.366488
696a8631d83007aa07ed3744_audio_missing_utopia_1780447003525.webm,696a8631d83007aa07ed3744_audio_missing_utopia_1780447003525_transcript.json,320,6.731536
696a8631d83007aa07ed3744_audio_ranking_explanation_1780446943005.webm,696a8631d83007aa07ed3744_audio_ranking_explanation_1780446943005_transcript.json,951,16.532151
6978c19595331238482129c4_audio_missing_utopia_1780507182945.webm,6978c19595331238482129c4_audio_missing_utopia_1780507182945_transcript.json,204,5.870038
6978c19595331238482129c4_audio_ranking_explanation_1780507147291.webm,6978c19595331238482129c4_audio_ranking_explanation_1780507147291_transcript.json,549,10.436318
6978efc5f431052d33e72398_audio_missing_utopia_1780409794193.webm,6978efc5f431052d33e72398_audio_missing_utopia_1780409794193_transcript.json,301,6.416589
