json_file,audio_file,id_person,type,audio_duration_seconds,audio_size_bytes
comp-result_27267/files/audio_missing_utopia_69b2fc05f91b3889d80e9d4f_1780209750130.json,69b2fc05f91b3889d80e9d4f_audio_missing_utopia_1780209750130.webm,69b2fc05f91b3889d80e9d4f,audio_missing_utopia,49.397,794380
comp-result_27268/files/audio_missing_utopia_6a1b2b3948c6cbae0a769e5c_1780210881978.json,6a1b2b3948c6cbae0a769e5c_audio_missing_utopia_1780210881978.webm,6a1b2b3948c6cbae0a769e5c,audio_missing_utopia,169.911,2735208
comp-result_27268/files/audio_ranking_explanation_6a1b2b3948c6cbae0a769e5c_1780210204071.json,6a1b2b3948c6cbae0a769e5c_audio_ranking_explanation_1780210204071.webm,6a1b2b3948c6cbae0a769e5c,audio_ranking_explanation,160.674,2586444
comp-result_27269/files/audio_missing_utopia_6a080333f7001eaf175c94ab_1780211878275.json,6a080333f7001eaf175c94ab_audio_missing_utopia_1780211878275.webm,6a080333f7001eaf175c94ab,audio_missing_utopia,15.71,252422
comp-result_27269/files/audio_ranking_explanation_6a080333f7001eaf175c94ab_1780211847578.json,6a080333f7001eaf175c94ab_audio_ranking_explanation_1780211847578.webm,6a080333f7001eaf175c94ab,audio_ranking_explanation,27.645,444656
comp-result_27270/files/audio_missing_utopia_6a1b32acfd7ac5cad675de0a_1780215387367.json,6a1b32acfd7ac5cad675de0a_audio_missing_utopia_1780215387367.webm,6a1b32acfd7ac5cad675de0a,audio_missing_utopia,77.133,1241670
comp-result_27270/files/audio_ranking_explanation_6a1b32acfd7ac5cad675de0a_1780215264727.json,6a1b32acfd7ac5cad675de0a_audio_ranking_explanation_1780215264727.webm,6a1b32acfd7ac5cad675de0a,audio_ranking_explanation,45.977,740284
comp-result_27271/files/audio_missing_utopia_6a14868c742361e67df4d0d0_1780217918810.json,6a14868c742361e67df4d0d0_audio_missing_utopia_1780217918810.webm,6a14868c742361e67df4d0d0,audio_missing_utopia,153.124,2464728
comp-result_27271/files/audio_ranking_explanation_6a14868c742361e67df4d0d0_1780217737266.json,6a14868c742361e67df4d0d0_audio_ranking_explanation_1780217737266.webm,6a14868c742361e67df4d0d0,audio_ranking_explanation,192.275,3095560
comp-result_27274/files/audio_missing_utopia_6a19a7b2150cd11eb43fc07b_1780220087115.json,6a19a7b2150cd11eb43fc07b_audio_missing_utopia_1780220087115.webm,6a19a7b2150cd11eb43fc07b,audio_missing_utopia,112.515,1858867
comp-result_27274/files/audio_ranking_explanation_6a19a7b2150cd11eb43fc07b_1780219900791.json,6a19a7b2150cd11eb43fc07b_audio_ranking_explanation_1780219900791.webm,6a19a7b2150cd11eb43fc07b,audio_ranking_explanation,446.771,7380132
comp-result_27276/files/audio_missing_utopia_69fba19c13731b3f706e38b1_1780219612622.json,69fba19c13731b3f706e38b1_audio_missing_utopia_1780219612622.webm,69fba19c13731b3f706e38b1,audio_missing_utopia,26.287,423404
comp-result_27278/files/audio_missing_utopia_6a0d91ece6bcf739a03b80bc_1780224196603.json,6a0d91ece6bcf739a03b80bc_audio_missing_utopia_1780224196603.webm,6a0d91ece6bcf739a03b80bc,audio_missing_utopia,5.738,92064
comp-result_27278/files/audio_ranking_explanation_6a0d91ece6bcf739a03b80bc_1780224173368.json,6a0d91ece6bcf739a03b80bc_audio_ranking_explanation_1780224173368.webm,6a0d91ece6bcf739a03b80bc,audio_ranking_explanation,51.475,828188
comp-result_27282/files/audio_missing_utopia_69e96d63ea37c8245128778f_1780228927605.json,69e96d63ea37c8245128778f_audio_missing_utopia_1780228927605.webm,69e96d63ea37c8245128778f,audio_missing_utopia,19.335,311348
comp-result_27282/files/audio_ranking_explanation_69e96d63ea37c8245128778f_1780228845784.json,69e96d63ea37c8245128778f_audio_ranking_explanation_1780228845784.webm,69e96d63ea37c8245128778f,audio_ranking_explanation,31.416,505546
comp-result_27286/files/audio_missing_utopia_5dad4c34b3446a0015e3de93_1780231356650.json,5dad4c34b3446a0015e3de93_audio_missing_utopia_1780231356650.webm,5dad4c34b3446a0015e3de93,audio_missing_utopia,20.069,322940
comp-result_27286/files/audio_ranking_explanation_5dad4c34b3446a0015e3de93_1780231322251.json,5dad4c34b3446a0015e3de93_audio_ranking_explanation_1780231322251.webm,5dad4c34b3446a0015e3de93,audio_ranking_explanation,112.26,1807780
comp-result_27287/files/audio_missing_utopia_6a13fb185c9041a65134a013_1780234906772.json,6a13fb185c9041a65134a013_audio_missing_utopia_1780234906772.webm,6a13fb185c9041a65134a013,audio_missing_utopia,16.243,446420
comp-result_27287/files/audio_ranking_explanation_6a13fb185c9041a65134a013_1780234720816.json,6a13fb185c9041a65134a013_audio_ranking_explanation_1780234720816.webm,6a13fb185c9041a65134a013,audio_ranking_explanation,411.426,11300780
comp-result_27288/files/audio_missing_utopia_69fff7076b68ecf72d03cab7_1780233179037.json,69fff7076b68ecf72d03cab7_audio_missing_utopia_1780233179037.webm,69fff7076b68ecf72d03cab7,audio_missing_utopia,32.427,521968
comp-result_27288/files/audio_ranking_explanation_69fff7076b68ecf72d03cab7_1780233141039.json,69fff7076b68ecf72d03cab7_audio_ranking_explanation_1780233141039.webm,69fff7076b68ecf72d03cab7,audio_ranking_explanation,95.562,1538266
comp-result_27290/files/audio_missing_utopia_6644a91c5e71bd18d4ae8c26_1780235909617.json,6644a91c5e71bd18d4ae8c26_audio_missing_utopia_1780235909617.webm,6644a91c5e71bd18d4ae8c26,audio_missing_utopia,34.409,553846
comp-result_27290/files/audio_ranking_explanation_6644a91c5e71bd18d4ae8c26_1780235862083.json,6644a91c5e71bd18d4ae8c26_audio_ranking_explanation_1780235862083.webm,6644a91c5e71bd18d4ae8c26,audio_ranking_explanation,96.194,675531
comp-result_27291/files/audio_missing_utopia_606f9bca353fc36aba9ccb8b_1780237561802.json,606f9bca353fc36aba9ccb8b_audio_missing_utopia_1780237561802.webm,606f9bca353fc36aba9ccb8b,audio_missing_utopia,36.467,586690
comp-result_27291/files/audio_ranking_explanation_606f9bca353fc36aba9ccb8b_1780237517736.json,606f9bca353fc36aba9ccb8b_audio_ranking_explanation_1780237517736.webm,606f9bca353fc36aba9ccb8b,audio_ranking_explanation,15.749,253388
comp-result_27293/files/audio_missing_utopia_699cb899a44da9a053ba9235_1780238367706.json,699cb899a44da9a053ba9235_audio_missing_utopia_1780238367706.webm,699cb899a44da9a053ba9235,audio_missing_utopia,64.889,1044606
comp-result_27293/files/audio_ranking_explanation_699cb899a44da9a053ba9235_1780238294262.json,699cb899a44da9a053ba9235_audio_ranking_explanation_1780238294262.webm,699cb899a44da9a053ba9235,audio_ranking_explanation,171.962,2769018
comp-result_27294/files/audio_missing_utopia_6a0f1248929227af059d9345_1780239262124.json,6a0f1248929227af059d9345_audio_missing_utopia_1780239262124.webm,6a0f1248929227af059d9345,audio_missing_utopia,66.935,1902591
comp-result_27294/files/audio_ranking_explanation_6a0f1248929227af059d9345_1780239173040.json,6a0f1248929227af059d9345_audio_ranking_explanation_1780239173040.webm,6a0f1248929227af059d9345,audio_ranking_explanation,135.383,3821414
comp-result_27295/files/audio_missing_utopia_66646ef0caf9de9a699b6993_1780240237344.json,66646ef0caf9de9a699b6993_audio_missing_utopia_1780240237344.webm,66646ef0caf9de9a699b6993,audio_missing_utopia,11.643,187700
comp-result_27295/files/audio_ranking_explanation_66646ef0caf9de9a699b6993_1780240218359.json,66646ef0caf9de9a699b6993_audio_ranking_explanation_1780240218359.webm,66646ef0caf9de9a699b6993,audio_ranking_explanation,40.238,647548
comp-result_27296/files/audio_missing_utopia_6a16714ecf227557cde36510_1780242761156.json,6a16714ecf227557cde36510_audio_missing_utopia_1780242761156.webm,6a16714ecf227557cde36510,audio_missing_utopia,103.984,1673506
comp-result_27296/files/audio_ranking_explanation_6a16714ecf227557cde36510_1780242530437.json,6a16714ecf227557cde36510_audio_ranking_explanation_1780242530437.webm,6a16714ecf227557cde36510,audio_ranking_explanation,133.282,2145914
comp-result_27297/files/audio_missing_utopia_6942bb71de4537642d064f8b_1780241356420.json,6942bb71de4537642d064f8b_audio_missing_utopia_1780241356420.webm,6942bb71de4537642d064f8b,audio_missing_utopia,24.181,389594
comp-result_27297/files/audio_ranking_explanation_6942bb71de4537642d064f8b_1780241305255.json,6942bb71de4537642d064f8b_audio_ranking_explanation_1780241305255.webm,6942bb71de4537642d064f8b,audio_ranking_explanation,55.086,887116
comp-result_27298/files/audio_missing_utopia_69d663a1e229a12f6c8bf2a4_1780241739413.json,69d663a1e229a12f6c8bf2a4_audio_missing_utopia_1780241739413.webm,69d663a1e229a12f6c8bf2a4,audio_missing_utopia,89.382,1438734
comp-result_27298/files/audio_ranking_explanation_69d663a1e229a12f6c8bf2a4_1780241641498.json,69d663a1e229a12f6c8bf2a4_audio_ranking_explanation_1780241641498.webm,69d663a1e229a12f6c8bf2a4,audio_ranking_explanation,50.948,820462
comp-result_27299/files/audio_missing_utopia_66b3dc1490445aa410abd41e_1780243084797.json,66b3dc1490445aa410abd41e_audio_missing_utopia_1780243084797.webm,66b3dc1490445aa410abd41e,audio_missing_utopia,21.582,347090
comp-result_27299/files/audio_ranking_explanation_66b3dc1490445aa410abd41e_1780243025188.json,66b3dc1490445aa410abd41e_audio_ranking_explanation_1780243025188.webm,66b3dc1490445aa410abd41e,audio_ranking_explanation,47.723,768298
comp-result_27300/files/audio_missing_utopia_69fb8d85c239a57e0df4e1d3_1780243693268.json,69fb8d85c239a57e0df4e1d3_audio_missing_utopia_1780243693268.webm,69fb8d85c239a57e0df4e1d3,audio_missing_utopia,33.0,530662
comp-result_27300/files/audio_ranking_explanation_69fb8d85c239a57e0df4e1d3_1780243625878.json,69fb8d85c239a57e0df4e1d3_audio_ranking_explanation_1780243625878.webm,69fb8d85c239a57e0df4e1d3,audio_ranking_explanation,79.475,1279344
comp-result_27301/files/audio_missing_utopia_5f6cd1061eba7b0de28b704d_1780244660184.json,5f6cd1061eba7b0de28b704d_audio_missing_utopia_1780244660184.webm,5f6cd1061eba7b0de28b704d,audio_missing_utopia,38.283,615670
comp-result_27301/files/audio_ranking_explanation_5f6cd1061eba7b0de28b704d_1780244599518.json,5f6cd1061eba7b0de28b704d_audio_ranking_explanation_1780244599518.webm,5f6cd1061eba7b0de28b704d,audio_ranking_explanation,68.795,1107396
comp-result_27305/files/audio_ranking_explanation_69a49c607bc4b4963c8eec55_1780249086330.json,69a49c607bc4b4963c8eec55_audio_ranking_explanation_1780249086330.webm,69a49c607bc4b4963c8eec55,audio_ranking_explanation,1.451,5
comp-result_27306/files/audio_missing_utopia_6a0628fd557d4459b8721f04_1780246961634.json,6a0628fd557d4459b8721f04_audio_missing_utopia_1780246961634.webm,6a0628fd557d4459b8721f04,audio_missing_utopia,39.909,641752
comp-result_27306/files/audio_ranking_explanation_6a0628fd557d4459b8721f04_1780246909949.json,6a0628fd557d4459b8721f04_audio_ranking_explanation_1780246909949.webm,6a0628fd557d4459b8721f04,audio_ranking_explanation,166.002,2672418
comp-result_27307/files/audio_missing_utopia_69a45369fbd4a6aa79ac6def_1780247275845.json,69a45369fbd4a6aa79ac6def_audio_missing_utopia_1780247275845.webm,69a45369fbd4a6aa79ac6def,audio_missing_utopia,13.58,224553
comp-result_27307/files/audio_ranking_explanation_69a45369fbd4a6aa79ac6def_1780247236984.json,69a45369fbd4a6aa79ac6def_audio_ranking_explanation_1780247236984.webm,69a45369fbd4a6aa79ac6def,audio_ranking_explanation,25.142,415494
comp-result_27308/files/audio_missing_utopia_6a1237564d7849671a47f339_1780247607085.json,6a1237564d7849671a47f339_audio_missing_utopia_1780247607085.webm,6a1237564d7849671a47f339,audio_missing_utopia,63.188,1017558
comp-result_27308/files/audio_ranking_explanation_6a1237564d7849671a47f339_1780247525525.json,6a1237564d7849671a47f339_audio_ranking_explanation_1780247525525.webm,6a1237564d7849671a47f339,audio_ranking_explanation,125.201,2015504
comp-result_27312/files/audio_missing_utopia_6a1a4623681345636d84c0f2_1780249528281.json,6a1a4623681345636d84c0f2_audio_missing_utopia_1780249528281.webm,6a1a4623681345636d84c0f2,audio_missing_utopia,61.965,997272
comp-result_27312/files/audio_ranking_explanation_6a1a4623681345636d84c0f2_1780249341828.json,6a1a4623681345636d84c0f2_audio_ranking_explanation_1780249341828.webm,6a1a4623681345636d84c0f2,audio_ranking_explanation,187.996,3026974
comp-result_27313/files/audio_missing_utopia_605b8cf6c07b6842b5cab429_1780252187197.json,605b8cf6c07b6842b5cab429_audio_missing_utopia_1780252187197.webm,605b8cf6c07b6842b5cab429,audio_missing_utopia,58.97,974502
comp-result_27313/files/audio_ranking_explanation_605b8cf6c07b6842b5cab429_1780252109972.json,605b8cf6c07b6842b5cab429_audio_ranking_explanation_1780252109972.webm,605b8cf6c07b6842b5cab429,audio_ranking_explanation,161.869,2674143
comp-result_27314/files/audio_missing_utopia_6a1767604593efadad3bd3d9_1780252363939.json,6a1767604593efadad3bd3d9_audio_missing_utopia_1780252363939.webm,6a1767604593efadad3bd3d9,audio_missing_utopia,21.761,349988
comp-result_27314/files/audio_ranking_explanation_6a1767604593efadad3bd3d9_1780252249232.json,6a1767604593efadad3bd3d9_audio_ranking_explanation_1780252249232.webm,6a1767604593efadad3bd3d9,audio_ranking_explanation,24.352,391526
