json_file,audio_file,transcript_length,sentiment_label,sentiment_score,num_windows,embedding_dim,language
672012673e8f6646800bf45c_audio_ranking_explanation_1780172300521_transcript,672012673e8f6646800bf45c_audio_ranking_explanation_1780172300521.webm,1478,neutral,0.7078165411949158,26,4096,unknown
6727af89081bd9f0e0d0973d_audio_missing_utopia_1780200765862_transcript,6727af89081bd9f0e0d0973d_audio_missing_utopia_1780200765862.webm,177,positive,0.8234732747077942,3,4096,unknown
6727af89081bd9f0e0d0973d_audio_ranking_explanation_1780200707791_transcript,6727af89081bd9f0e0d0973d_audio_ranking_explanation_1780200707791.webm,1033,neutral,0.5120625495910645,19,4096,unknown
673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552_transcript,673e5fc42cbf961c153d09d3_audio_missing_utopia_1780154055552.webm,664,neutral,0.6361533403396606,11,4096,unknown
673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926_transcript,673e5fc42cbf961c153d09d3_audio_ranking_explanation_1780153918926.webm,2091,negative,0.7760074734687805,38,4096,unknown
694c445f53e37c412593c79a_audio_missing_utopia_1780173049029_transcript,694c445f53e37c412593c79a_audio_missing_utopia_1780173049029.webm,337,neutral,0.4838727116584778,5,4096,unknown
694c445f53e37c412593c79a_audio_ranking_explanation_1780172794196_transcript,694c445f53e37c412593c79a_audio_ranking_explanation_1780172794196.webm,782,neutral,0.4934031665325165,14,4096,unknown
69614f58c570d5c7dddaee3c_audio_missing_utopia_1780204525837_transcript,69614f58c570d5c7dddaee3c_audio_missing_utopia_1780204525837.webm,253,neutral,0.5798937678337097,4,4096,unknown
69614f58c570d5c7dddaee3c_audio_ranking_explanation_1780204489463_transcript,69614f58c570d5c7dddaee3c_audio_ranking_explanation_1780204489463.webm,1155,positive,0.6336212754249573,21,4096,unknown
698fc4a662ab7f88d0993602_audio_missing_utopia_1780189174607_transcript,698fc4a662ab7f88d0993602_audio_missing_utopia_1780189174607.webm,122,neutral,0.7744039297103882,2,4096,unknown
698fc4a662ab7f88d0993602_audio_ranking_explanation_1780189153979_transcript,698fc4a662ab7f88d0993602_audio_ranking_explanation_1780189153979.webm,933,neutral,0.4920947849750519,15,4096,unknown
699ea1c2d6cea42a4be1baad_audio_missing_utopia_1780184299958_transcript,699ea1c2d6cea42a4be1baad_audio_missing_utopia_1780184299958.webm,192,positive,0.7243422269821167,3,4096,unknown
699ea1c2d6cea42a4be1baad_audio_ranking_explanation_1780184247777_transcript,699ea1c2d6cea42a4be1baad_audio_ranking_explanation_1780184247777.webm,527,positive,0.5547947883605957,9,4096,unknown
69a46403d8ee3370aefc523f_audio_missing_utopia_1780201432923_transcript,69a46403d8ee3370aefc523f_audio_missing_utopia_1780201432923.webm,168,neutral,0.4830481708049774,2,4096,unknown
69a46403d8ee3370aefc523f_audio_ranking_explanation_1780201405785_transcript,69a46403d8ee3370aefc523f_audio_ranking_explanation_1780201405785.webm,415,positive,0.7108880877494812,7,4096,unknown
69a4b67351c86f1665010c28_audio_missing_utopia_1780198955309_transcript,69a4b67351c86f1665010c28_audio_missing_utopia_1780198955309.webm,123,positive,0.5172392725944519,2,4096,unknown
69a4b67351c86f1665010c28_audio_ranking_explanation_1780198827616_transcript,69a4b67351c86f1665010c28_audio_ranking_explanation_1780198827616.webm,228,positive,0.6553670167922974,3,4096,unknown
69a89c0955605fb10a4fff5e_audio_ranking_explanation_1780168460912_transcript,69a89c0955605fb10a4fff5e_audio_ranking_explanation_1780168460912.webm,66,negative,0.8730286955833435,1,4096,unknown
69b2fc05f91b3889d80e9d4f_audio_ranking_explanation_1780209516878_transcript,69b2fc05f91b3889d80e9d4f_audio_ranking_explanation_1780209516878.webm,1336,positive,0.8432844877243042,22,4096,unknown
69b34be60a7d5e72daf5d5c0_audio_missing_utopia_1780187565731_transcript,69b34be60a7d5e72daf5d5c0_audio_missing_utopia_1780187565731.webm,1026,neutral,0.5847973227500916,19,4096,unknown
69b34be60a7d5e72daf5d5c0_audio_ranking_explanation_1780187492769_transcript,69b34be60a7d5e72daf5d5c0_audio_ranking_explanation_1780187492769.webm,2584,positive,0.8133049011230469,47,4096,unknown
69befc993638fae95321d387_audio_missing_utopia_1780174909931_transcript,69befc993638fae95321d387_audio_missing_utopia_1780174909931.webm,351,neutral,0.6647946238517761,6,4096,unknown
69befc993638fae95321d387_audio_ranking_explanation_1780174847991_transcript,69befc993638fae95321d387_audio_ranking_explanation_1780174847991.webm,460,neutral,0.5344916582107544,8,4096,unknown
69c1697f0df8e94cfb806f7a_audio_missing_utopia_1780166191739_transcript,69c1697f0df8e94cfb806f7a_audio_missing_utopia_1780166191739.webm,239,neutral,0.5533486008644104,4,4096,unknown
69c1697f0df8e94cfb806f7a_audio_ranking_explanation_1780166155474_transcript,69c1697f0df8e94cfb806f7a_audio_ranking_explanation_1780166155474.webm,336,neutral,0.619164764881134,6,4096,unknown
69c22b2562a236eed8f9c1e1_audio_missing_utopia_1780181389351_transcript,69c22b2562a236eed8f9c1e1_audio_missing_utopia_1780181389351.webm,468,neutral,0.5917848944664001,9,4096,unknown
69c22b2562a236eed8f9c1e1_audio_ranking_explanation_1780181331295_transcript,69c22b2562a236eed8f9c1e1_audio_ranking_explanation_1780181331295.webm,241,positive,0.6715706586837769,4,4096,unknown
69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199_transcript,69c4160ec318cfcd7d4f37a4_audio_missing_utopia_1780153517199.webm,883,neutral,0.7832552194595337,17,4096,unknown
69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642_transcript,69c4160ec318cfcd7d4f37a4_audio_ranking_explanation_1780153331642.webm,1804,positive,0.8955498337745667,35,4096,unknown
69cb8bf56b4681853352046a_audio_missing_utopia_1780190061761_transcript,69cb8bf56b4681853352046a_audio_missing_utopia_1780190061761.webm,834,neutral,0.6058301329612732,15,4096,unknown
69cb8bf56b4681853352046a_audio_ranking_explanation_1780189962641_transcript,69cb8bf56b4681853352046a_audio_ranking_explanation_1780189962641.webm,755,neutral,0.5621466636657715,14,4096,unknown
69e39e2d7c072270cb7e0b21_audio_missing_utopia_1780184891265_transcript,69e39e2d7c072270cb7e0b21_audio_missing_utopia_1780184891265.webm,390,positive,0.6971018314361572,6,4096,unknown
69e39e2d7c072270cb7e0b21_audio_ranking_explanation_1780184833112_transcript,69e39e2d7c072270cb7e0b21_audio_ranking_explanation_1780184833112.webm,756,positive,0.4903845191001892,15,4096,unknown
69e4126124a34f38d0732741_audio_missing_utopia_1780199236475_transcript,69e4126124a34f38d0732741_audio_missing_utopia_1780199236475.webm,3329,positive,0.869507908821106,62,4096,unknown
69e4126124a34f38d0732741_audio_ranking_explanation_1780198797604_transcript,69e4126124a34f38d0732741_audio_ranking_explanation_1780198797604.webm,5000,positive,0.7459438443183899,96,4096,unknown
69e4255d8aed7c574034e515_audio_missing_utopia_1780190651402_transcript,69e4255d8aed7c574034e515_audio_missing_utopia_1780190651402.webm,157,positive,0.7665152549743652,2,4096,unknown
69e4255d8aed7c574034e515_audio_ranking_explanation_1780190611696_transcript,69e4255d8aed7c574034e515_audio_ranking_explanation_1780190611696.webm,617,positive,0.6896323561668396,10,4096,unknown
69e7959ed48cfd369a5f0da5_audio_missing_utopia_1780154840735_transcript,69e7959ed48cfd369a5f0da5_audio_missing_utopia_1780154840735.webm,241,neutral,0.6501501202583313,4,4096,unknown
69e7959ed48cfd369a5f0da5_audio_ranking_explanation_1780154807039_transcript,69e7959ed48cfd369a5f0da5_audio_ranking_explanation_1780154807039.webm,700,neutral,0.6337863206863403,11,4096,unknown
69e7b09e471d548512e69bf9_audio_missing_utopia_1780192260023_transcript,69e7b09e471d548512e69bf9_audio_missing_utopia_1780192260023.webm,793,neutral,0.7651840448379517,15,4096,unknown
69e7b09e471d548512e69bf9_audio_ranking_explanation_1780192091725_transcript,69e7b09e471d548512e69bf9_audio_ranking_explanation_1780192091725.webm,1748,neutral,0.5309533476829529,33,4096,unknown
69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261_transcript,69e91fd1a613772e648e565a_audio_missing_utopia_1780153851261.webm,330,neutral,0.6976775527000427,5,4096,unknown
69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923_transcript,69e91fd1a613772e648e565a_audio_ranking_explanation_1780153689923.webm,963,positive,0.8022937178611755,17,4096,unknown
69efd6b0a093516b899d9ff2_audio_missing_utopia_1780198259961_transcript,69efd6b0a093516b899d9ff2_audio_missing_utopia_1780198259961.webm,396,positive,0.4791998565196991,7,4096,unknown
69efd6b0a093516b899d9ff2_audio_ranking_explanation_1780198217925_transcript,69efd6b0a093516b899d9ff2_audio_ranking_explanation_1780198217925.webm,662,neutral,0.5750284194946289,11,4096,unknown
69f36e51c308822e1b3ea121_audio_missing_utopia_1780163332002_transcript,69f36e51c308822e1b3ea121_audio_missing_utopia_1780163332002.webm,3,neutral,0.6359361410140991,0,4096,unknown
69f36e51c308822e1b3ea121_audio_ranking_explanation_1780163312203_transcript,69f36e51c308822e1b3ea121_audio_ranking_explanation_1780163312203.webm,4,neutral,0.6562744379043579,0,4096,unknown
69f45c14285f90281ed9122f_audio_missing_utopia_1780171289731_transcript,69f45c14285f90281ed9122f_audio_missing_utopia_1780171289731.webm,556,neutral,0.5741269588470459,10,4096,unknown
69f45c14285f90281ed9122f_audio_ranking_explanation_1780171225250_transcript,69f45c14285f90281ed9122f_audio_ranking_explanation_1780171225250.webm,1800,neutral,0.46773216128349304,36,4096,unknown
69f663add8c27375de2ae11c_audio_missing_utopia_1780193742984_transcript,69f663add8c27375de2ae11c_audio_missing_utopia_1780193742984.webm,905,negative,0.554078996181488,17,4096,unknown
69f663add8c27375de2ae11c_audio_ranking_explanation_1780193399724_transcript,69f663add8c27375de2ae11c_audio_ranking_explanation_1780193399724.webm,3556,positive,0.6976528167724609,65,4096,unknown
69f67debc343491ee99f43ef_audio_missing_utopia_1780182723211_transcript,69f67debc343491ee99f43ef_audio_missing_utopia_1780182723211.webm,956,neutral,0.6456156373023987,16,4096,unknown
69f67debc343491ee99f43ef_audio_ranking_explanation_1780182525792_transcript,69f67debc343491ee99f43ef_audio_ranking_explanation_1780182525792.webm,832,neutral,0.49748483300209045,14,4096,unknown
69fce5f3543a5fb23a96fd38_audio_missing_utopia_1780169406603_transcript,69fce5f3543a5fb23a96fd38_audio_missing_utopia_1780169406603.webm,982,neutral,0.5177371501922607,14,4096,unknown
69fce5f3543a5fb23a96fd38_audio_ranking_explanation_1780169282539_transcript,69fce5f3543a5fb23a96fd38_audio_ranking_explanation_1780169282539.webm,582,positive,0.549034595489502,8,4096,unknown
69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993_transcript,69fe9e67a20599144f688b50_audio_missing_utopia_1780153147993.webm,590,negative,0.5503756403923035,10,4096,unknown
69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058_transcript,69fe9e67a20599144f688b50_audio_ranking_explanation_1780153014058.webm,1788,negative,0.8227203488349915,31,4096,unknown
6a0158ba79527c0dc00b8153_audio_missing_utopia_1780200139424_transcript,6a0158ba79527c0dc00b8153_audio_missing_utopia_1780200139424.webm,866,positive,0.9470199346542358,15,4096,unknown
6a0158ba79527c0dc00b8153_audio_ranking_explanation_1780200032633_transcript,6a0158ba79527c0dc00b8153_audio_ranking_explanation_1780200032633.webm,1337,positive,0.7827597856521606,26,4096,unknown
6a01d4afbdb253690cf6bbfc_audio_missing_utopia_1780173577600_transcript,6a01d4afbdb253690cf6bbfc_audio_missing_utopia_1780173577600.webm,146,positive,0.8990916013717651,2,4096,unknown
6a01d4afbdb253690cf6bbfc_audio_ranking_explanation_1780173533132_transcript,6a01d4afbdb253690cf6bbfc_audio_ranking_explanation_1780173533132.webm,1301,negative,0.7568990588188171,24,4096,unknown
6a026b14fa26d03597f2dced_audio_missing_utopia_1780181953941_transcript,6a026b14fa26d03597f2dced_audio_missing_utopia_1780181953941.webm,301,neutral,0.7481521964073181,4,4096,unknown
6a026b14fa26d03597f2dced_audio_ranking_explanation_1780181825018_transcript,6a026b14fa26d03597f2dced_audio_ranking_explanation_1780181825018.webm,392,positive,0.5813538432121277,5,4096,unknown
6a026e182e8f80652216c041_audio_missing_utopia_1780184515029_transcript,6a026e182e8f80652216c041_audio_missing_utopia_1780184515029.webm,467,positive,0.7054831385612488,9,4096,unknown
6a026e182e8f80652216c041_audio_ranking_explanation_1780184471353_transcript,6a026e182e8f80652216c041_audio_ranking_explanation_1780184471353.webm,1822,neutral,0.718542754650116,35,4096,unknown
6a037281ac6ad91fede2d14d_audio_missing_utopia_1780169839800_transcript,6a037281ac6ad91fede2d14d_audio_missing_utopia_1780169839800.webm,95,neutral,0.6575890183448792,1,4096,unknown
6a037281ac6ad91fede2d14d_audio_ranking_explanation_1780169772339_transcript,6a037281ac6ad91fede2d14d_audio_ranking_explanation_1780169772339.webm,680,neutral,0.4175429046154022,12,4096,unknown
6a04a5a7e230bb73b88bd6e6_audio_missing_utopia_1780155370357_transcript,6a04a5a7e230bb73b88bd6e6_audio_missing_utopia_1780155370357.webm,385,positive,0.769140899181366,7,4096,unknown
6a04a5a7e230bb73b88bd6e6_audio_ranking_explanation_1780155314847_transcript,6a04a5a7e230bb73b88bd6e6_audio_ranking_explanation_1780155314847.webm,574,neutral,0.5140301585197449,10,4096,unknown
6a06421377e1ca15fefe2378_audio_missing_utopia_1780186094215_transcript,6a06421377e1ca15fefe2378_audio_missing_utopia_1780186094215.webm,996,neutral,0.7840455174446106,18,4096,unknown
6a06421377e1ca15fefe2378_audio_ranking_explanation_1780185968362_transcript,6a06421377e1ca15fefe2378_audio_ranking_explanation_1780185968362.webm,2249,neutral,0.5769667029380798,43,4096,unknown
6a089cf8a4518f41f3a55ccd_audio_missing_utopia_1780204348476_transcript,6a089cf8a4518f41f3a55ccd_audio_missing_utopia_1780204348476.webm,908,neutral,0.7974687218666077,16,4096,unknown
6a089cf8a4518f41f3a55ccd_audio_ranking_explanation_1780204200069_transcript,6a089cf8a4518f41f3a55ccd_audio_ranking_explanation_1780204200069.webm,2504,neutral,0.6255585551261902,45,4096,unknown
6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053_transcript,6a08b810d807f5805aabe02e_audio_missing_utopia_1780152771053.webm,1208,positive,0.4966963827610016,21,4096,unknown
6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536_transcript,6a08b810d807f5805aabe02e_audio_ranking_explanation_1780152676536.webm,3354,positive,0.8434205651283264,63,4096,unknown
6a0a21f0fcfb4aa7eb203b1e_audio_missing_utopia_1780190811440_transcript,6a0a21f0fcfb4aa7eb203b1e_audio_missing_utopia_1780190811440.webm,458,neutral,0.6879374980926514,8,4096,unknown
6a0a21f0fcfb4aa7eb203b1e_audio_ranking_explanation_1780190748026_transcript,6a0a21f0fcfb4aa7eb203b1e_audio_ranking_explanation_1780190748026.webm,1835,negative,0.8503206372261047,36,4096,unknown
6a0a96921b2257d981246dcd_audio_missing_utopia_1780204730004_transcript,6a0a96921b2257d981246dcd_audio_missing_utopia_1780204730004.webm,167,neutral,0.679680585861206,2,4096,unknown
6a0a96921b2257d981246dcd_audio_ranking_explanation_1780204697022_transcript,6a0a96921b2257d981246dcd_audio_ranking_explanation_1780204697022.webm,988,positive,0.6383634805679321,18,4096,unknown
6a0b012ac9f16bd108225765_audio_missing_utopia_1780179866216_transcript,6a0b012ac9f16bd108225765_audio_missing_utopia_1780179866216.webm,266,neutral,0.7230283617973328,4,4096,unknown
6a0b012ac9f16bd108225765_audio_ranking_explanation_1780179824799_transcript,6a0b012ac9f16bd108225765_audio_ranking_explanation_1780179824799.webm,408,negative,0.7287411689758301,7,4096,unknown
6a0baf5f27b302205f407d3c_audio_missing_utopia_1780198456727_transcript,6a0baf5f27b302205f407d3c_audio_missing_utopia_1780198456727.webm,378,neutral,0.549888551235199,6,4096,unknown
6a0baf5f27b302205f407d3c_audio_ranking_explanation_1780198428367_transcript,6a0baf5f27b302205f407d3c_audio_ranking_explanation_1780198428367.webm,565,neutral,0.629183292388916,9,4096,unknown
6a0ccabeb492695467a7d337_audio_missing_utopia_1780167955185_transcript,6a0ccabeb492695467a7d337_audio_missing_utopia_1780167955185.webm,162,positive,0.693901777267456,2,4096,unknown
6a0ccabeb492695467a7d337_audio_ranking_explanation_1780167880127_transcript,6a0ccabeb492695467a7d337_audio_ranking_explanation_1780167880127.webm,95,neutral,0.81788569688797,1,4096,unknown
6a0ccfac62d36e0c006f5a90_audio_missing_utopia_1780172285336_transcript,6a0ccfac62d36e0c006f5a90_audio_missing_utopia_1780172285336.webm,332,neutral,0.5810317993164062,5,4096,unknown
6a0ccfac62d36e0c006f5a90_audio_ranking_explanation_1780172168633_transcript,6a0ccfac62d36e0c006f5a90_audio_ranking_explanation_1780172168633.webm,1207,positive,0.7033886313438416,21,4096,unknown
6a0e62bef81c36a7dfcd404f_audio_missing_utopia_1780199654309_transcript,6a0e62bef81c36a7dfcd404f_audio_missing_utopia_1780199654309.webm,488,neutral,0.6956411004066467,10,4096,unknown
6a0e62bef81c36a7dfcd404f_audio_ranking_explanation_1780199598196_transcript,6a0e62bef81c36a7dfcd404f_audio_ranking_explanation_1780199598196.webm,703,neutral,0.4754478633403778,13,4096,unknown
6a1084a49839aa6ea0a82bff_audio_missing_utopia_1780163382040_transcript,6a1084a49839aa6ea0a82bff_audio_missing_utopia_1780163382040.webm,272,neutral,0.7301602363586426,4,4096,unknown
6a1084a49839aa6ea0a82bff_audio_ranking_explanation_1780163349613_transcript,6a1084a49839aa6ea0a82bff_audio_ranking_explanation_1780163349613.webm,463,neutral,0.7371543645858765,8,4096,unknown
6a10c10b76e10d5e318448c3_audio_missing_utopia_1780174174744_transcript,6a10c10b76e10d5e318448c3_audio_missing_utopia_1780174174744.webm,70,neutral,0.6084018349647522,1,4096,unknown
6a10c10b76e10d5e318448c3_audio_ranking_explanation_1780174151676_transcript,6a10c10b76e10d5e318448c3_audio_ranking_explanation_1780174151676.webm,199,negative,0.4767545163631439,3,4096,unknown
6a124cb04da4df8e5924d495_audio_missing_utopia_1780206942400_transcript,6a124cb04da4df8e5924d495_audio_missing_utopia_1780206942400.webm,430,neutral,0.4485659599304199,7,4096,unknown
6a124cb04da4df8e5924d495_audio_ranking_explanation_1780206891294_transcript,6a124cb04da4df8e5924d495_audio_ranking_explanation_1780206891294.webm,777,negative,0.6053574681282043,14,4096,unknown
6a1319c4c12cd346dece9fba_audio_missing_utopia_1780201389306_transcript,6a1319c4c12cd346dece9fba_audio_missing_utopia_1780201389306.webm,563,neutral,0.6086670756340027,11,4096,unknown
6a1319c4c12cd346dece9fba_audio_ranking_explanation_1780201268920_transcript,6a1319c4c12cd346dece9fba_audio_ranking_explanation_1780201268920.webm,681,neutral,0.4857429563999176,12,4096,unknown
6a137e9af9c0ce1fe98b75a3_audio_missing_utopia_1780176217182_transcript,6a137e9af9c0ce1fe98b75a3_audio_missing_utopia_1780176217182.webm,657,positive,0.690186083316803,11,4096,unknown
6a137e9af9c0ce1fe98b75a3_audio_ranking_explanation_1780175899518_transcript,6a137e9af9c0ce1fe98b75a3_audio_ranking_explanation_1780175899518.webm,309,negative,0.522162139415741,5,4096,unknown
6a13b9a53ecf22ea77ab369b_audio_missing_utopia_1780195967121_transcript,6a13b9a53ecf22ea77ab369b_audio_missing_utopia_1780195967121.webm,305,neutral,0.5907283425331116,5,4096,unknown
6a13b9a53ecf22ea77ab369b_audio_ranking_explanation_1780195929197_transcript,6a13b9a53ecf22ea77ab369b_audio_ranking_explanation_1780195929197.webm,1084,neutral,0.4977937340736389,19,4096,unknown
6a15b0b4db936d8329be8892_audio_missing_utopia_1780188561881_transcript,6a15b0b4db936d8329be8892_audio_missing_utopia_1780188561881.webm,132,neutral,0.6978316903114319,2,4096,unknown
6a15b0b4db936d8329be8892_audio_ranking_explanation_1780188528801_transcript,6a15b0b4db936d8329be8892_audio_ranking_explanation_1780188528801.webm,295,positive,0.592443585395813,5,4096,unknown
6a15dd57b7e983803cba4517_audio_missing_utopia_1780173865752_transcript,6a15dd57b7e983803cba4517_audio_missing_utopia_1780173865752.webm,192,neutral,0.6625012755393982,3,4096,unknown
6a15dd57b7e983803cba4517_audio_ranking_explanation_1780173823631_transcript,6a15dd57b7e983803cba4517_audio_ranking_explanation_1780173823631.webm,424,positive,0.4900543987751007,8,4096,unknown
6a160ffb53f179346c6ed7ed_audio_missing_utopia_1780181213785_transcript,6a160ffb53f179346c6ed7ed_audio_missing_utopia_1780181213785.webm,622,neutral,0.5843663811683655,11,4096,unknown
6a160ffb53f179346c6ed7ed_audio_ranking_explanation_1780181052146_transcript,6a160ffb53f179346c6ed7ed_audio_ranking_explanation_1780181052146.webm,911,neutral,0.5651760101318359,16,4096,unknown
