json_file,audio_file,transcript_length,sentiment_label,sentiment_score,num_windows,embedding_dim,language
58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117_transcript,58a1fe40ea3d11000170d9b9_audio_missing_utopia_1780400221117.webm,456,neutral,0.5996125340461731,8,4096,unknown
58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878_transcript,58a1fe40ea3d11000170d9b9_audio_ranking_explanation_1780400149878.webm,1221,positive,0.9296441674232483,22,4096,unknown
59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703_transcript,59a07638bfd73c00010ea394_audio_missing_utopia_1780152365703.webm,377,neutral,0.6121746897697449,7,4096,unknown
59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767_transcript,59a07638bfd73c00010ea394_audio_ranking_explanation_1780152318767.webm,881,positive,0.7338831424713135,16,4096,unknown
5a2f1f0f2937000001eae2b1_audio_ranking_explanation_1780412917698_transcript,5a2f1f0f2937000001eae2b1_audio_ranking_explanation_1780412917698.webm,11,positive,0.8799126744270325,0,4096,unknown
5a80f74aaa46dd00016b7df9_audio_missing_utopia_1780194586719_transcript,5a80f74aaa46dd00016b7df9_audio_missing_utopia_1780194586719.webm,502,neutral,0.644285261631012,9,4096,unknown
5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910_transcript,5a80f74aaa46dd00016b7df9_audio_ranking_explanation_1780194493910.webm,1563,neutral,0.5488770604133606,27,4096,unknown
5a947fb0f05361000171b5a3_audio_missing_utopia_1780410641934_transcript,5a947fb0f05361000171b5a3_audio_missing_utopia_1780410641934.webm,670,neutral,0.608494222164154,12,4096,unknown
5a947fb0f05361000171b5a3_audio_ranking_explanation_1780410564345_transcript,5a947fb0f05361000171b5a3_audio_ranking_explanation_1780410564345.webm,3083,neutral,0.5495097041130066,54,4096,unknown
5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079_transcript,5b20c0474c72120001f25d90_audio_missing_utopia_1780192544079.webm,445,neutral,0.6145040988922119,8,4096,unknown
5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024_transcript,5b20c0474c72120001f25d90_audio_ranking_explanation_1780192104024.webm,793,neutral,0.6331690549850464,14,4096,unknown
5b72d3f8afce7600019fe275_audio_missing_utopia_1780413297027_transcript,5b72d3f8afce7600019fe275_audio_missing_utopia_1780413297027.webm,422,positive,0.6987399458885193,8,4096,unknown
5b72d3f8afce7600019fe275_audio_ranking_explanation_1780413249127_transcript,5b72d3f8afce7600019fe275_audio_ranking_explanation_1780413249127.webm,918,neutral,0.5760841369628906,16,4096,unknown
5bdfb648484288000130dad0_audio_missing_utopia_1780407816205_transcript,5bdfb648484288000130dad0_audio_missing_utopia_1780407816205.webm,613,neutral,0.7570604085922241,10,4096,unknown
