file1,file2,audio1,audio2,cosine_similarity,emotional_tone_similarity
111_audio_missing_utopia_1779276727208_transcript,111_audio_missing_utopia_1779750864225_transcript,111_audio_missing_utopia_1779276727208.webm,111_audio_missing_utopia_1779750864225.webm,0.2478773139434895,Different
111_audio_missing_utopia_1779276727208_transcript,111_audio_missing_utopia_1779758141170_transcript,111_audio_missing_utopia_1779276727208.webm,111_audio_missing_utopia_1779758141170.webm,0.25997177818286005,Different
111_audio_missing_utopia_1779276727208_transcript,111_audio_ranking_explanation_1779276669249_transcript,111_audio_missing_utopia_1779276727208.webm,111_audio_ranking_explanation_1779276669249.webm,0.09442696733279413,Different
111_audio_missing_utopia_1779276727208_transcript,111_audio_ranking_explanation_1779750598029_transcript,111_audio_missing_utopia_1779276727208.webm,111_audio_ranking_explanation_1779750598029.webm,0.27588842548193515,Different
111_audio_missing_utopia_1779276727208_transcript,111_audio_ranking_explanation_1779758002525_transcript,111_audio_missing_utopia_1779276727208.webm,111_audio_ranking_explanation_1779758002525.webm,0.24593520703080707,Different
111_audio_missing_utopia_1779276727208_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_missing_utopia_1779276727208.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.3694889988526021,Different
111_audio_missing_utopia_1779276727208_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_missing_utopia_1779276727208.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.3737834897345804,Different
111_audio_missing_utopia_1779276727208_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_missing_utopia_1779276727208.webm,cc33_audio_missing_utopia_1779175920347.webm,0.44705982373123027,Different
111_audio_missing_utopia_1779276727208_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_missing_utopia_1779276727208.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.4327654672237034,Different
111_audio_missing_utopia_1779750864225_transcript,111_audio_missing_utopia_1779758141170_transcript,111_audio_missing_utopia_1779750864225.webm,111_audio_missing_utopia_1779758141170.webm,0.747650709348666,Similar
111_audio_missing_utopia_1779750864225_transcript,111_audio_ranking_explanation_1779276669249_transcript,111_audio_missing_utopia_1779750864225.webm,111_audio_ranking_explanation_1779276669249.webm,0.10067649742603085,Different
111_audio_missing_utopia_1779750864225_transcript,111_audio_ranking_explanation_1779750598029_transcript,111_audio_missing_utopia_1779750864225.webm,111_audio_ranking_explanation_1779750598029.webm,0.5215652157374232,Different
111_audio_missing_utopia_1779750864225_transcript,111_audio_ranking_explanation_1779758002525_transcript,111_audio_missing_utopia_1779750864225.webm,111_audio_ranking_explanation_1779758002525.webm,0.5210287440990551,Different
111_audio_missing_utopia_1779750864225_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_missing_utopia_1779750864225.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.32409727514483255,Different
111_audio_missing_utopia_1779750864225_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_missing_utopia_1779750864225.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.427465469212451,Different
111_audio_missing_utopia_1779750864225_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_missing_utopia_1779750864225.webm,cc33_audio_missing_utopia_1779175920347.webm,0.26996413665342067,Different
111_audio_missing_utopia_1779750864225_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_missing_utopia_1779750864225.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.25955469822014715,Different
111_audio_missing_utopia_1779758141170_transcript,111_audio_ranking_explanation_1779276669249_transcript,111_audio_missing_utopia_1779758141170.webm,111_audio_ranking_explanation_1779276669249.webm,0.10220568884803859,Different
111_audio_missing_utopia_1779758141170_transcript,111_audio_ranking_explanation_1779750598029_transcript,111_audio_missing_utopia_1779758141170.webm,111_audio_ranking_explanation_1779750598029.webm,0.5905751563342081,Different
111_audio_missing_utopia_1779758141170_transcript,111_audio_ranking_explanation_1779758002525_transcript,111_audio_missing_utopia_1779758141170.webm,111_audio_ranking_explanation_1779758002525.webm,0.5363134036376282,Different
111_audio_missing_utopia_1779758141170_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_missing_utopia_1779758141170.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.31311854507099235,Different
111_audio_missing_utopia_1779758141170_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_missing_utopia_1779758141170.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.41527395974366776,Different
111_audio_missing_utopia_1779758141170_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_missing_utopia_1779758141170.webm,cc33_audio_missing_utopia_1779175920347.webm,0.31894080869403596,Different
111_audio_missing_utopia_1779758141170_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_missing_utopia_1779758141170.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.2962483771205176,Different
111_audio_ranking_explanation_1779276669249_transcript,111_audio_ranking_explanation_1779750598029_transcript,111_audio_ranking_explanation_1779276669249.webm,111_audio_ranking_explanation_1779750598029.webm,0.10603827737562,Different
111_audio_ranking_explanation_1779276669249_transcript,111_audio_ranking_explanation_1779758002525_transcript,111_audio_ranking_explanation_1779276669249.webm,111_audio_ranking_explanation_1779758002525.webm,0.10174640497894052,Different
111_audio_ranking_explanation_1779276669249_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_ranking_explanation_1779276669249.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.05697653053895894,Different
111_audio_ranking_explanation_1779276669249_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_ranking_explanation_1779276669249.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.0947025934684611,Different
111_audio_ranking_explanation_1779276669249_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_ranking_explanation_1779276669249.webm,cc33_audio_missing_utopia_1779175920347.webm,0.06980059331164812,Different
111_audio_ranking_explanation_1779276669249_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_ranking_explanation_1779276669249.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.10106427150841346,Different
111_audio_ranking_explanation_1779750598029_transcript,111_audio_ranking_explanation_1779758002525_transcript,111_audio_ranking_explanation_1779750598029.webm,111_audio_ranking_explanation_1779758002525.webm,0.6918358700159712,Different
111_audio_ranking_explanation_1779750598029_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_ranking_explanation_1779750598029.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.34745716431197876,Different
111_audio_ranking_explanation_1779750598029_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_ranking_explanation_1779750598029.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.5099187907698643,Different
111_audio_ranking_explanation_1779750598029_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_ranking_explanation_1779750598029.webm,cc33_audio_missing_utopia_1779175920347.webm,0.2980101259210487,Different
111_audio_ranking_explanation_1779750598029_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_ranking_explanation_1779750598029.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.33585536518001746,Different
111_audio_ranking_explanation_1779758002525_transcript,bbbb_audio_missing_utopia_1779173663003_transcript,111_audio_ranking_explanation_1779758002525.webm,bbbb_audio_missing_utopia_1779173663003.webm,0.30973344061534774,Different
111_audio_ranking_explanation_1779758002525_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,111_audio_ranking_explanation_1779758002525.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.4731923604900499,Different
111_audio_ranking_explanation_1779758002525_transcript,cc33_audio_missing_utopia_1779175920347_transcript,111_audio_ranking_explanation_1779758002525.webm,cc33_audio_missing_utopia_1779175920347.webm,0.26428042838137644,Different
111_audio_ranking_explanation_1779758002525_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,111_audio_ranking_explanation_1779758002525.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.25531667813988124,Different
bbbb_audio_missing_utopia_1779173663003_transcript,bbbb_audio_ranking_explanation_1779173647432_transcript,bbbb_audio_missing_utopia_1779173663003.webm,bbbb_audio_ranking_explanation_1779173647432.webm,0.5153560025063206,Different
bbbb_audio_missing_utopia_1779173663003_transcript,cc33_audio_missing_utopia_1779175920347_transcript,bbbb_audio_missing_utopia_1779173663003.webm,cc33_audio_missing_utopia_1779175920347.webm,0.3176477850561955,Different
bbbb_audio_missing_utopia_1779173663003_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,bbbb_audio_missing_utopia_1779173663003.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.3257787445731184,Different
bbbb_audio_ranking_explanation_1779173647432_transcript,cc33_audio_missing_utopia_1779175920347_transcript,bbbb_audio_ranking_explanation_1779173647432.webm,cc33_audio_missing_utopia_1779175920347.webm,0.34676382320868554,Different
bbbb_audio_ranking_explanation_1779173647432_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,bbbb_audio_ranking_explanation_1779173647432.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.3286788009382307,Different
cc33_audio_missing_utopia_1779175920347_transcript,cc33_audio_ranking_explanation_1779175914973_transcript,cc33_audio_missing_utopia_1779175920347.webm,cc33_audio_ranking_explanation_1779175914973.webm,0.35779544441058464,Different
